publisher_id,publisher_name
8114,Containers Team
8115,Contamination Studios
8116,Contec Games
8117,Contextual Turtle
8118,Continental Games
8119,Contingent99
8120,Continuum Studios
8121,Contortionist Games
8122,Contours
8123,Contra Concept
8124,Contraddiction Games
8125,Contraverse
8126,Control
8127,Control Freak Studios
8128,Control Z
8129,Conundrum
8130,Conv Studio
8131,Conversion7
8132,Convex
8133,Convict Games
8134,Convoy Games
8135,Coodesker
8136,Cookie Games Club
8137,Cookie Koala
8138,Cookie Mechanics
8139,CookieByte Entertainment
8140,CookieLegends
8141,Cookiecrayon
8142,Cooking and Publishing
8143,Cooky Cookie Production
8144,Cool Birb Studio
8145,Cool Breeze Games
8146,Cool Car Studio
8147,Cool Games Studio
8148,Cool Hand Games
8149,Cool Smithy Games
8150,Cool Studios
8151,Cool Tapir Studios LLC
8152,Cool Turtle Games
8153,Cool and Normal Entertainment
8154,CoolCraftGames
8155,CoolDown Studio
8156,CoolExGames
8157,CoolGuyBrendyn Games
8158,CoolHappy-Game
8159,CoolHeartGame
8160,CoolJosh3k Games
8161,CoolKingSpice
8162,CoolRabbit Games
8163,CoolSoft
8164,CoolSolutions
8165,CoolStar Games
8166,Coolmath Games
8167,Coolpeng
8168,Coolville Assembly
8169,Coop Loop Studio
8170,Cooper Bruchez
8171,Cooper Shaw
8172,CooperAceProductions
8173,Cooperative Dreams
8174,Cooperative Innovations
8175,Cooply Solutions
8176,Cooply Solutions Ltd
8177,CoozGameZ
8178,Copernicus Games
8179,CopingCode
8180,Copper Heart Factory
8181,Copperbolt
8182,Copperglass
8183,Copperpick Studio
8184,CoproTech Enterprise Solutions
8185,CopyPaste Games
8186,Copybugpaste
8187,Copychaser Games
8188,Coquibyte Games
8189,Coral Dream Studio
8190,Corbak Games
8191,Corbally Games
8192,Corbett Caraglio
8193,Corbomite Games
8194,Cordens Interactive
8195,Cordless Games Studio
8196,Cordylus
8197,Core Games
8198,Core Gear
8199,Core Loop Games
8200,Core Steel Game Studio
8201,CoreStar
8202,Corebeast Interactive
8203,Corebreak Interactive
8204,"Corecell Technology Co.,Ltd"
8205,Coredump
8206,Coredumping
8207,Coreffect Interactive
8208,"Corefun Studios, LLC"
8209,Coreloop
8210,"Coremedia,inc."
8211,Corentin Cournac
8212,Coresaken
8213,Corey Hardman
8214,Corey Martin
8215,Corey Wurts
8216,CoreyGameDev
8217,Corfe83
8218,Coriander Games
8219,Corinthine
8220,Corjn
8221,Corkscrew Developments
8222,"Corn Entertainment, LLC"
8223,"Corn Fed Games, LLC."
8224,Corn Pop Games
8225,"Cornbilt, LLC"
8226,Corner Office Games
8227,Cornet Dev
8228,Cornfield Games
8229,Cornfox & Brothers Ltd.
8230,Cornutopia Software
8231,Coro Studio
8232,Corpix Games
8233,"Corporate Entity, LLC"
8234,CorpsePickle
8235,Corrafinium Inc
8236,Correcture Games AB
8237,Corroding Games
8238,Corrosive Studios LLC
8239,Corrtex Games
8240,Corrupt3D
8241,Corrupted Cookies LLC
8242,Cortex Code
8243,CortexGameLabs
8244,Cortez Productions
8245,Cortopia Studios
8246,Corva Nocta
8247,Corvaena Games LLC
8248,Corveda Games
8249,Corvostudio di Amadei Marco
8250,Corvus Belli SL
8251,Corvus Studio Yazilim Anonim Sirketi
8252,CorvusCorax_studio
8253,Cory Green
8254,Coryphaeus Corp
8255,CosCom Art Group
8256,CosMonkeys
8257,Cose Soft
8258,Cosimo Menga
8259,Cosmi Valusoft
8260,Cosmic Adventure Squad
8261,Cosmic Cog
8262,Cosmic Cog LLC
8263,Cosmic Cow LLC
8264,Cosmic Crow Creations
8265,Cosmic Dreams Games
8266,Cosmic Edge Gaming
8267,Cosmic Forces
8268,Cosmic Hat Games
8269,Cosmic Key
8270,Cosmic Logic
8271,Cosmic Mystery Game Studio
8272,Cosmic Noise
8273,Cosmic Owls
8274,Cosmic Pew Pew
8275,Cosmic Picnic
8276,Cosmic Pictures
8277,Cosmic Raven Games
8278,Cosmic Sky Games
8279,Cosmic Spud
8280,Cosmic Stag Games
8281,Cosmic Train
8282,Cosmic Void
8283,Cosmic Works Studios
8284,CosmicCrystal Games
8285,CosmicDev
8286,CosmicPulsarStudio
8287,Cosmico Tech
8288,Cosmix
8289,Cosmo Corner
8290,Cosmo D Studios
8291,Cosmo D Studios LLC
8292,Cosmo Machia
8293,Cosmo's Tuxedo
8294,Cosmocat
8295,Cosmographic Software
8296,Cosmos
8297,Cosmoscope GmbH
8298,Cosmotic Games
8299,Cosnow Company
8300,Costek Games
8301,Cosy Computer
8302,Cosy Goat
8303,Cosynook Games
8304,Cote Brothers
8305,Cotobito Games
8306,Cotswold Games Ltd
8307,Cottage Games
8308,Cottage Street Interactive
8309,Cotton Candy Cyanide
8310,Cotton Game
8311,Coty Getzelman
8312,Coubs
8313,Couch Co-Ops Studios
8314,Couch Cosmonauts LLC
8315,Couch Games
8316,Couch Time Games
8317,CouchCompetitive
8318,CouchFox Games
8319,CouchLion Studios
8320,CouchPlay Interactive
8321,CouchPlay Interactive (Greater China)
8322,Couchgaming
8323,Cougar Interactive
8324,CoughCat Software
8325,CoughE
8326,Coughing Dragon
8327,Council of Infinity
8328,CountZero
8329,CounterParry
8330,Counter_Agents_Team
8331,Counterspell Studios
8332,CoupleGames
8333,Courtney Dawson
8334,CousinCatnip
8335,Cousins Factory
8336,Coven Games
8337,Cover Corp.
8338,Covid Studios
8339,Cow Corp.
8340,Cow Game
8341,Cow Games
8342,"Cow Games, Falco Software"
8343,Coward_Watson
8344,CowardlyKnights
8345,Cowboy Color
8346,Cowboy Studio
8347,Cowboy Toad Games
8348,CowboyCurtis
8349,Cowleyfornia Studios
8350,Coytek Games
8351,Cozy Asia Games
8352,Cozy Bee Games
8353,Cozy Cabin Studios
8354,Cozy Campfire Games
8355,Cozy Cloud Productions
8356,Cozy Conure
8357,Cozy Creative Games
8358,Cozy Frog Games
8359,Cozy Game Pals
8360,Cozy Labs
8361,Cozy Live
8362,Cozy Marshmallow
8363,Cozy Nook Games
8364,Cozy Pixel
8365,Cozy Rodent Games
8366,Cozy Script Productions
8367,Cozy Skate Simulator
8368,Cozy Strawberry
8369,Cozy Village
8370,Cozy corner
8371,CozyCoupleCoding
8372,CozyPuzzleGames
8373,CozyStorm
8374,Cptn_troll
8375,Cr3 Studio
8376,Crab Bucket Software
8377,CrabDancer
8378,Crabby Collabby
8379,Crabby Team
8380,Crabbyfish Games
8381,Crabeater Games
8382,Crabellum Games
8383,Crabs Cove
8384,Cracked Animations
8385,Cracked Atom
8386,Cracked Bone Studios
8387,Cracked Egg
8388,Cracked Games
8389,Cracked Square Studios
8390,CrackedGhostGames
8391,CrackerJack Games
8392,Crackin Inc.
8393,Cracklewock Games
8394,Crackoder
8395,Crackshell
8396,CracleSnap
8397,CraebTec
8398,Craft Game Studio
8399,Craft Theory
8400,Craftbridge
8401,CraftedCircuitry
8402,CrafterYun
8403,Craftificial Studio
8404,Crafting Legends
8405,Craftshop Arts Inc.
8406,Craftven
8407,Crafty Game Lab
8408,Craig Daversa
8409,Crandall Studios
8410,Crania Games
8411,CraniaX
8412,Cranio Creations
8413,Crank Goblin
8414,Crankage Games
8415,Crankshaft Games
8416,Cranktrain
8417,Cranky Watermelon
8418,Cranky Wizard Studios LLC
8419,Crapcom
8420,Craplabs
8421,Crash Wave Games Inc.
8422,CrashCourse
8423,Crashable Studios
8424,CrashedReality
8425,Crashykk Games
8426,Crasleen Games
8427,Crate Entertainment
8428,Crater Monkey LLC
8429,Crater Studios
8430,Cravex Games
8431,Crawling Paw
8432,Crawly Games
8433,Crayder Studios
8434,"Crayon Ponyfish, LLC"
8435,Crayz
8436,Crazy Bear Games
8437,Crazy Electric Studio
8438,Crazy Forge Studio
8439,Crazy Games
8440,Crazy Goat Games
8441,Crazy Mage
8442,Crazy Magnet Studios
8443,Crazy Moose Games
8444,Crazy People
8445,Crazy Pigeons
8446,Crazy Potato Game Studio
8447,Crazy Retro Games
8448,Crazy Rocks
8449,Crazy Rocks Studios
8450,Crazy Rooster Games
8451,Crazy Viking Studios
8452,Crazy module
8453,CrazyAi
8454,CrazyBits Studios
8455,CrazyBlackStoneNR1
8456,CrazyBunch
8457,CrazyDistributive
8458,CrazyGroupTrio Games
8459,CrazyLoner
8460,CrazyMax
8461,CrazyPotato Studio
8462,CrazyPrince
8463,CrazySky3D
8464,Crazyant
8465,Crazysoft Limited
8466,Crazysoft ltd
8467,CreSpirit
8468,CreaNavarra
8469,CreaTeam
8470,Creability
8471,Creactstudios
8472,Creajeux
8473,CreakGames
8474,Creaky Corpse Ltd
8475,Creaky Lantern Games
8476,Crealode Games
8477,Cream Digital Inc.
8478,Cream Meron
8479,Cream Team
8480,Creamative
8481,Creamhouse
8482,Crear Videojuegos
8483,Creartoria
8484,Creartstudio
8485,Creashock studios
8486,Creatalsoftware Games
8487,Create Game (OlegM)
8488,Create Our Freedom
8489,Create Something Interesting
8490,CreateThis.com
8491,Created Informed
8492,"Createdelic, LLC"
8493,Createlex LLC
8494,Creativ Game Developer LLC
8495,Creative Bytes Studios
8496,Creative Club Games
8497,Creative Cog LLC
8498,Creative Concepts
8499,Creative Consultants Agency
8500,"Creative Content Technology Co.,Ltd"
8501,Creative Digital Design
8502,Creative Distractions
8503,Creative Felix
8504,Creative Games
8505,Creative Hand
8506,Creative Ink Games
8507,Creative Labz
8508,Creative Liberties
8509,Creative Media Studio
8510,Creative Mind Frame LLC
8511,Creative Mobile
8512,Creative Oven Studio
8513,Creative Oven Studio Group
8514,Creative Pepper
8515,Creative Pudding Hungary Llc.
8516,Creative Seal
8517,Creative Square Studio
8518,Creative Storm Entertainment
8519,CreativeForge Games
8520,CreativeMasterGames
8521,CreativeOvenStudio
8522,Creativity Films Ltd.
8523,Creator Tom
8524,CreatorCrate Games
8525,Creators Guild
8526,Creatorship Games
8527,Creature Cauldron
8528,Creature Factory
8529,Creature Games
8530,"Creature of the Rise co.,ltd."
8531,Creature-ations
8532,CreatureUnknown
8533,Credici
8534,Creed Games
8535,Creedon Games
8536,Creeepling
8537,Creekside Interactive
8538,Creep Games Inc.
8539,CreeperGuy1189
8540,Creepy Brothers
8541,Creepy Jar
8542,Creepy Pixel Studio
8543,Creepy Pop
8544,Creepy-Huippy
8545,CreepyCraft Studio
8546,CreepyToad
8547,Creetah Ltd
8548,Creetor
8549,Crema
8550,Crematorium of Time
8551,Crenetic
8552,"Crengine Co., Ltd."
8553,Creoteam
8554,Crepe Studios
8555,CreptsyStudio
8556,Crescent Moon Games
8557,"Crescent Moon Games, LLC"
8558,Cresent
8559,Crested Gecko Studios
8560,Crestruction
8561,Crevice Studios
8562,Crew Lab
8563,Crew Penguin
8564,CrewLab
8565,Creye Games
8566,Crian Soft
8567,Criando Games
8568,Crickkin
8569,Crigarn Studios
8570,Crime Engine Games
8571,Crime House Games
8572,Crimp Games
8573,Crimson Birds Studio
8574,Crimson Chaos Studios
8575,Crimson Forge Studios
8576,Crimson Games Dev
8577,Crimson Herring Studios
8578,Crimson Leaf LLC
8579,Crimson Lodge
8580,Crimson Moon Studio
8581,Crimson Moth Games
8582,Crimson Owl Studios
8583,Crimson Phoenix Studio
8584,Crimson Rays
8585,Crimson Sequence
8586,Crimson Skyfall
8587,Crimson Void Games
8588,CrimsonBlackGames
8589,Crimsonite Games
8590,Cringe Games
8591,CringeHecke
8592,Criptomedia Studios
8593,Crisan Andrei Alexandru
8594,Crisis Cleaver
8595,Crisoberilo Digital
8596,Crisp App Studio
8597,Crispy Creative
8598,Crispy Salmon Digital
8599,Cristian Di Berardino
8600,Cristian Gonzalez
8601,Cristian Villalba
8602,Cristopher R
8603,Critic Sound
8604,Critical Bit
8605,Critical Bliss
8606,Critical Bug
8607,Critical Charm
8608,Critical Density Studios
8609,Critical Depth
8610,Critical Forge
8611,Critical Games
8612,Critical Miss Games
8613,Critique Gaming
8614,Critix Studios
8615,CritoGames
8616,Critter Consortium
8617,Cro Game Developers
8618,Cro-Magnon
8619,Croc Pot Games
8620,Crochet Cavalcade
8621,Crocodile Entertainment
8622,Crocodile and cactus
8623,Croissant Cat Games
8624,Cronoforge Studios Inc.
8625,Cronos Interactive
8626,Cronostase
8627,Cronux Games
8628,Cronyx
8629,CrooLab
8630,Crooked Creep Creators
8631,Crooked Snout Games
8632,Crooks Peak
8633,CroolBright Studios
8634,Croom Records
8635,Crop Lab
8636,Croqueta Asesina Studios
8637,Cross Coder
8638,Cross and Dot Products
8639,Cross-Media Productions LLC
8640,"CrossComm, Inc."
8641,CrossLodge
8642,CrossOrbit Studio
8643,Crossbow
8644,Crosse Studios
8645,Crossy
8646,Croteam
8647,Croteam Incubator
8648,Croteam Publishing
8649,Crothers Games
8650,Crouch Jump Interactive
8651,Crovax Studios
8652,Crow Bar
8653,Crow Games
8654,Crow Interactive
8655,Crow Studios
8656,Crow's Key Studios
8657,Crow's Perch
8658,CrowNest Games
8659,Crowbar Collective
8660,Crowbot Games
8661,Crowfriend
8662,CrownRaven
8663,Crownbird
8664,Crowned Daemon Studios
8665,Crows Crows Crows
8666,CrowsBeak Studio
8667,Crowvisuals
8668,Crucible Studios
8669,Cruderocks
8670,Cruise Control
8671,Cruise Elroy
8672,CrunchRock.Games
8673,Crunching Koalas
8674,Crunchy Games
8675,Crunchy Leaf Games
8676,"Crunchy, Munch and Partners"
8677,CrunchyCode Games
8678,"Crunchyroll, LLC"
8679,Crungey
8680,Crusade
8681,Crusader's Fellowship
8682,Crush-vAdin
8683,CrushPoint Games
8684,Crusher48
8685,Crustacean Interactive
8686,Crusty Squirrel
8687,CrySoftware
8688,CryT4x
8689,CryTechGames
8690,Crydan Studio
8691,Crydolphin Games
8692,Crying Star Games
8693,CryneX
8694,Cryneba
8695,Crynosaurs
8696,Crynsystems
8697,CryoDev
8698,CryoDreams Interactive
8699,Cryobolt Interactive
8700,Cryodragon
8701,Cryogen Labs LLC
8702,CryogenWare
8703,Cryogenic Entertainment
8704,Cryoshark
8705,Crypt Rat Studios
8706,Cryptic Comet Games
8707,CryptidTech
8708,Crypto World Games
8709,CryptoAndy
8710,CryptoSports Games
8711,Cryptomnesic
8712,Cryptomnesic Softworks
8713,Crystal Apps
8714,Crystal Bat Studio
8715,Crystal Clear Entertainment SB
8716,Crystal Dragon
8717,Crystal Dynamics
8718,Crystal Fox GmbH
8719,Crystal Fruit Games
8720,Crystal Game Works
8721,Crystal Heart's Studio
8722,Crystal Realms Entertainment
8723,Crystal Shard
8724,Crystal Shark Games
8725,CrystalCreativeGames
8726,CrystalGame
8727,CrystalSnow
8728,Crystalia Lotus
8729,Crystalline Games
8730,Crystalline Green Ltd.
8731,Crystallized Games
8732,Crystalmesh Studios
8733,Crystalyrian Games
8734,Crystar Games
8735,Crystice Softworks
8736,Cryswar
8737,Crytek
8738,Crytivo
8739,Cskin Games
8740,Cssiphy
8741,CthuluPup Studios
8742,Ctrl Alt Ninja Ltd.
8743,Cualit Eng. Ltda.
8744,Cube 80 Studio
8745,Cube Duck Games
8746,Cube Factory
8747,Cube Games
8748,Cube Mandarine
8749,Cube2d
8750,CubeCoders Limited
8751,CubeCube Sports Ltd.
8752,CubeDeveloper Games
8753,CubeGame
8754,CubeInSquare
8755,CubeJJJ
8756,CubeSymmetry
8757,Cubenary
8758,Cubepotato Games
8759,Cubeprojekt
8760,Cubeta Studio
8761,CubiGames
8762,Cubic Bit
8763,Cubic Curve
8764,Cubic Games Studio
8765,Cubic Pie
8766,Cubic Pie Live
8767,Cubic Survivor Developer
8768,Cubic Timeline Productions Inc.
8769,Cubic-Lemon
8770,Cubical Drift
8771,Cubicle Interactive
8772,Cubicle Ninjas
8773,Cubicorn Games
8774,Cubidoo Entertainment
8775,Cubko
8776,Cubus Games
8777,CuckTale games
8778,Cuco Code LLC
8779,Cuddle Monster Games
8780,Cuddle Tree
8781,Cuddles and Snowflake
8782,Cuddly Zombie Games
8783,CuiJiaCheng
8784,Cuijin Technology
8785,Cuirass Entertainment Ltd.
8786,CulixCupric
8787,CullyCrab
8788,Cult Games
8789,Cult Shock Games
8790,Cult Software
8791,CultSoft Experimental
8792,Cultic Games
8793,Culture Attack Studio
8794,Culture Select
8795,Culture Shock Games LLC
8796,Culturplay
8797,Cumback Whale Games
8798,Cummz
8799,Cunibon Games
8800,Cunning Force Games
8801,Cunum Games
8802,Cup of Crow
8803,CupCat Games
8804,CupCupMug
8805,Cupana Games
8806,Cupantae.ie Games
8807,Cupfox Studio
8808,Cupid's Ero Games
8809,Cupine Army
8810,Cupuyc1989
8811,Curfluffle
8812,Curiosity Computing
8813,CuriosityStream
8814,Curioso Games Ltd
8815,Curious Bobcat
8816,Curious Chicken Games
8817,Curious Dimensions Ltd
8818,Curious Fox Sox
8819,Curious Panda Games
8820,Curious Planet
8821,Curious Studio
8822,Curious Visions
8823,Curiouspark
8824,Curlee Fro
8825,Currant Games
8826,Current Games
8827,CurriculaWorks
8828,CurryKitten
8829,Curse Box Studios
8830,Cursed Creatives
8831,Cursed amulet
8832,CursedAtelier
8833,Cursor Space Team
8834,Curtel Games
8835,Curtis Ashford
8836,Curtis Dubois
8837,Curtis Holt
8838,Curvature Systems
8839,Curve Animation
8840,Curve Digital
8841,Curve Games
8842,Cuscuta Games
8843,Custom Software Development Limited
8844,Cut The Mines
8845,Cut-out studio
8846,Cute Fame Studio
8847,Cute Girl corp
8848,Cute Hannah's Games
8849,Cute Pen Games
8850,CuteKateStudio
8851,Cutie Café
8852,Cuties Logic
8853,Cutlass Boardgames
8854,Cutthroat Games
8855,Cutting Edge Entertainment
8856,Cuveet Story
8857,Cy Game
8858,Cy1Games
8859,CyDream
8860,CyO Entertainment
8861,Cyampire
8862,Cyan Candle
8863,Cyan Cloud
8864,Cyan Inc.
8865,Cyan Sundae
8866,Cyan Ventures
8867,Cyan Worlds Inc
8868,CyanOhm
8869,Cyanide Studio
8870,Cyanide Studios
8871,Cyanide Tea
8872,Cyb3r_Technologies
8873,CybeRoar
8874,Cyber Alice Limited
8875,Cyber Car Industries
8876,Cyber Chroma
8877,Cyber Eye
8878,Cyber Intellect Ltd
8879,Cyber Keks
8880,Cyber Moon Games
8881,Cyber Plus Ltd
8882,Cyber Realistic Game
8883,Cyber Rhino Studios
8884,Cyber Tonkatsu
8885,CyberCoconut
8886,CyberConnect2
8887,CyberCubStudios
8888,CyberDesktop
8889,CyberDoesStuff
8890,CyberFat Studio
8891,CyberFox Game Studio
8892,CyberGnosis Game Studio
8893,CyberGods
8894,CyberGoldfinch
8895,CyberLab Studios
8896,CyberLight Game Studio
8897,CyberLink
8898,CyberMonk Studio
8899,CyberMoon Games
8900,CyberNinjaX-3648 Studios
8901,CyberRomance VR TEAM
8902,CyberScherzo Studios
8903,CyberSpace Games
8904,CyberSports
8905,"CyberStep, Inc."
8906,CyberTail Games
8907,CyberVaca Entertainment
8908,Cyberdog Software
8909,Cyberfunk Studios LLC
8910,Cybergrotex
8911,Cyberian Studios
8912,Cyberisle
8913,Cyberith GmbH
8914,Cyberius Dei
8915,Cyberkite Games
8916,Cyberlamb Studios
8917,Cybermask Studio
8918,Cybernetic Studios
8919,Cybernetic Walrus
8920,Cybernetik Design
8921,Cybernite PR
8922,CyberphobX
8923,Cybershoes
8924,Cybershoes GmbH
8925,Cyberspline Games Inc
8926,Cybertime System
8927,Cybertron Design Studios
8928,Cyberwave
8929,Cyberworks
8930,Cyborg 9000
8931,Cyborg Dreams
8932,"Cyborg Syndicate, LLC"
8933,Cyborn B.V.
8934,Cybreath
8935,Cycana Games
8936,Cycloid Games Studios
8937,CycloneRidgeStudios
8938,Cyclotron
8939,CydoniaGate
8940,Cydonian Games
8941,Cydream
8942,Cygames Korea Inc.
8943,"Cygames, Inc."
8944,Cygnus Entertainment
8945,Cykodd Production
8946,Cykyria
8947,Cylight Studios
8948,Cylinder Studios
8949,Cylne
8950,Cynical Honey
8951,Cynosure Studios
8952,Cyomo
8953,Cyperk Software
8954,CypherCraft Studios
8955,CypherZero Studio
8956,"Cypress Inheritance, LLC"
8957,Cypriana Przybyla
8958,Cypronia
8959,Cyprus Games
8960,Cypsy1714
8961,Cyri
8962,Cyril
8963,Cyril Trigaux
8964,Cyrivan Zhao
8965,Cytec BG Ltd.
8966,Cywinskiweb
8967,Cywooi
8968,Cyzeck
8969,Cédric Andreu
8970,Célio Fernandes Krachinski
8971,César Baudry
8972,Côté Brothers
8973,Cтрельба
8974,D & M Arcade
8975,D Games
8976,D Green Games
8977,D Rock Games LLC
8978,D Sharp Games
8979,D!Gi productions
8980,D&D Dream
8981,D&K Games Studio
8982,D'Avekki Studios Ltd
8983,D-CELL GAMES
8984,D-Dub Software
8985,D-Games
8986,D-Lo Games
8987,D-Pad Studio
8988,D-Tarrow
8989,D. T. Games
8990,D. W. O'Boyle
8991,D.B Games
8992,D.B PRODUCTIONS
8993,D.C Harmony
8994,D.D.dog
8995,D.H Inc.
8996,D.K.T. ltd
8997,D.N.S.S.
8998,D.P.L.D.S
8999,D.Virus
9000,D.W. Software
9001,D.W.O Studios
9002,D.W.S.
9003,D10RAMA
9004,D1ONE
9005,D20Studios
9006,D3DGear Technologies
9007,D3PUBLISHER
9008,D3VSOFT Ltd.
9009,D4
9010,D4 Laboratory
9011,D4F Games
9012,D4O AG
9013,D4avd
9014,D4rkD
9015,D4rkSt0rm Studios
9016,D6
9017,D7Games
9018,D8studio
9019,D9MP entertainment
9020,DA GameDev
9021,DA9
9022,DAB Entertainment
9023,DACS Laboratories
9024,"DADIU (The National Academy of Digital, Interactive Entertainment)"
9025,DADIU 2021
9026,"DAEWON MEDIA CO., LTD."
9027,DAHOLIC Studio
9028,DAI
9029,DAI LIN TAO
9030,DAID Games
9031,DAIRYDOG
9032,DAKIDAKI
9033,DALESI
9034,DAMNATIO GAMES
9035,DANGEN Entertainment
9036,DANIEL
9037,DANKIE
9038,DAON Games
9039,DAR Studio
9040,DARK CIRCLE Games
9041,DARK STAR STUDIO
9042,DARK STUDIO
9043,DARKLID
9044,DARKSIDEMOON
9045,DAS
9046,DASA Studios
9047,DATA HORIZON LLC
9048,DATEAPPS 2022
9049,DAWINSTONE
9050,DAX Entertainment
9051,DAYAN游戏工作室
9052,DAYAStudio
9053,DAthoughts
9054,"DB Attic Studios, LLC"
9055,DBG STD
9056,DBH
9057,"DBMG Games, LLC"
9058,DBS Dev
9059,DBloke SPRL
9060,DC Creation Studios
9061,DC Waifu Dynamite
9062,DC2S
9063,DCD
9064,DCELL GAME STUDIO
9065,DCELL GAMES STUDIO
9066,DCF STUDIOS
9067,DCF Studios
9068,"DCG Entertainment,Inc."
9069,DCGsoft
9070,DCJ Group LLC
9071,DCTK
9072,DD Gaming
9073,DD Metaverse
9074,DD-Consulting
9075,DD-Double-D
9076,DDD Wares
9077,DDDimanN
9078,DDK
9079,DDL Studios
9080,DDLin
9081,DDM
9082,DDNet Team
9083,DDT Games
9084,DDUCK KONG
9085,DDal
9086,DDemon LLC
9087,DDevloper
9088,DDmeow Games
9089,DDreams Games
9090,DE Games
9091,DE1
9092,DEAD CROW
9093,DEADBIT
9094,DEADDEVICE
9095,DEADline Studios
9096,DEC
9097,DECATREE GAMES
9098,DECEMBER 7TH CREATIVE BUSINESS CORPORATION
9099,DECIDIT Team
9100,DEEP Games
9101,"DEEP SIGHT INTERACTIVE Tech Co., Ltd."
9102,DEIT Games
9103,DEKLAZON
9104,DEL PLAYER
9105,DELAPAIX
9106,DELIGHT_GamaDev
9107,DELIRIUM Labs
9108,DELTARTS
9109,DEN
9110,DESPERATE MEASURES
9111,DESTINYbit
9112,DET@ACU
9113,DETUNE LTD
9114,DEUS EX MACHINA
9115,DEV TEAM
9116,DEVBEEF
9117,DEVBOX
9118,DEVCLIED
9119,DEVCUBE STUDIO
9120,DEVDUP
9121,DEVGRU-P
9122,DEXINT GAMES
9123,DEtH_MoroZ
9124,DFI Records
9125,DFRGAMES
9126,DFour Games
9127,DG Games Workshop
9128,DGDog Studios
9129,DGMA
9130,DGP Studios
9131,DGProject
9132,DGS
9133,DGS game studio
9134,DGV-Games
9135,DGames
9136,DGform
9137,DHC-APPS
9138,DHMelon
9139,DHR Games
9140,DHS
9141,DHTstudios LLC
9142,DIAMOND FOX
9143,DICO
9144,DICROL
9145,DID Games
9146,DIEVOLUTION SOFTWARE
9147,DIF Studios
9148,DIG Publishing
9149,DIGIDICED
9150,DIGIMERCE Inc.
9151,DIGITAL ART TEAM
9152,DIGITAL HIPPO CARTEL
9153,"DIIV SOFT Co., LTD."
9154,DILUI
9155,DIMANCHE CORP.
9156,DIMI Game Studio
9157,DINRAY
9158,DIRECTOR'S CUT
9159,DIRIGO GAMES
9160,DIRTY LABOR
9161,DISC 1
9162,DISS
9163,DIV GAMES
9164,DIVASKY LIMITED
9165,DIVECORE
9166,DIVR Labs
9167,DIY
9168,DIY ART
9169,DIY Experiences LLC
9170,DIY Studio
9171,DJ Cat
9172,DJ Close
9173,DJLand
9174,DK Game Dev LTDA
9175,DK Liao
9176,DK Productions
9177,DK Studio
9178,DK VIP Lounge
9179,DK studio
9180,DKW.im
9181,DKWorld Entertainment
9182,DKat Games
9183,DL Softworks
9184,DLE Inc.
9185,DLHB Studios
9186,DLODLO
9187,DLS
9188,DLTO
9189,DLV Games
9190,DLsite
9191,"DM Games Pty Ltd,"
9192,DMA Games
9193,DMD 'Ware
9194,DMD Enterprise
9195,DMD Interactive
9196,DMG Entertainment
9197,DMM GAMES
9198,DMM Games
9199,DMNT Interactive
9200,"DMONG Co., Ltd."
9201,DMQuetzalli
9202,DMT
9203,DMT PRODUCTİON
9204,DMTesseracT Ltd
9205,DMU Software
9206,DMgames
9207,"DNAXCAT CO., LTD."
9208,DNB Media
9209,DND
9210,DNN
9211,DNNIS
9212,DNT Games
9213,DNV
9214,DNVA
9215,DNVR Prod
9216,DNZY Games
9217,DO NOT TOUCH
9218,DOG HOGGLER
9219,DOGHADHOUSE
9220,DOGS ARE NOT SAINTS
9221,DOJI
9222,DOMYO
9223,DON DAO VGS
9224,DON'T NOD
9225,DONTNOD ELEVEN
9226,DOOM METAL GAMES
9227,DOOMISH
9228,DORE
9229,DORIDORI STUDIO
9230,DOS
9231,DOSMan Games
9232,DOT Entertainment
9233,DOTORI games
9234,DOTORIS
9235,DOVEINSKY
9236,DOWNJOY HK
9237,DP Atelier
9238,DP CORPORATION
9239,DP Corp
9240,DP Games
9241,DP Image Design
9242,DP3 Softworks
9243,DPA Studios
9244,DPAD-FTW
9245,DPADFTW
9246,DPSII
9247,DPlay Game
9248,DQ Games
9249,DQ Team
9250,DQINE GAME
9251,DR RC Game
9252,"DRAGAMI GAMES, LTD."
9253,DRAGO entertainment
9254,DRAGOLITE STUDIO
9255,DRAGONFIRE STUDIOS
9256,"DRAGONFLY GF CO., LTD."
9257,DRAUGR
9258,DRAgame
9259,DRB Studios
9260,DRD
9261,DREAMSTEED Media LLC
9262,DREBOT game studio
9263,DRM GMZ
9264,"DROP STEP STUDIOS, LLC"
9265,DRP
9266,DRSS
9267,DRU Games
9268,DRYBREAD
9269,DS
9270,DSGame
9271,DSGames
9272,DSW Games
9273,DT3 Digital
9274,DTDA Games
9275,DTGT
9276,DTHG SERVICE GMBH
9277,DTOM Games
9278,DTP Games
9279,DTPixelwork
9280,DU&I
9281,DUBUS Alain
9282,DUEL
9283,DUNEWORLD GAMES INC.
9284,DUO AB Indie Developer
9285,DURINKOSU
9286,DV-T
9287,DV9DESIGN
9288,DVNC Tech LLC
9289,DVloper
9290,DW
9291,DW Entertainment
9292,"DWANGO Co., Ltd."
9293,DWGScripts
9294,DWGames
9295,DWI Videogames
9296,DWall Games
9297,DX Gameworks
9298,DX Gameworks LLC
9299,DXF Games
9300,DY STUDIO
9301,DY-Works
9302,DYA Games
