developer_id,developer_name
7219,Bristol Street Studios
7220,Brit0nS
7221,Britnet Media
7222,Britt Brady
7223,Brkn Fixie Games
7224,Bro Code
7225,Bro. Three
7226,BroCode Games
7227,Broadcast Empire
7228,Broadside Games
7229,Broadsword
7230,Broadway Entertainment Group Interactive
7231,Broan Games
7232,Broanater
7233,BrocBois
7234,BrocciTaki
7235,Broccoli Games
7236,Brock Billings
7237,Brock Soicher
7238,Brock de Beaubien
7239,Brody
7240,Brody Rampono
7241,Broelbrak
7242,Brogames
7243,Brogent Technologies Inc.
7244,Brogrammist
7245,Broiled Squid Studios
7246,Broke Astronaut
7247,Broken Arms Games
7248,Broken Arrow Games
7249,Broken Bear Games
7250,"Broken Bunny Studios, Inc"
7251,Broken Byte Studios
7252,Broken Circle Studios
7253,Broken Clock
7254,Broken Code Games
7255,"Broken Compass Studio, Inc."
7256,Broken Desk
7257,Broken Down Software
7258,Broken Dream Studio
7259,Broken Dreams
7260,Broken Dreams Studio
7261,Broken English
7262,Broken Games
7263,Broken Glass
7264,"Broken Hammer Games, LLC"
7265,Broken Helm Studio
7266,Broken Metronome Studios
7267,Broken Pony Studios UG (haftungsbeschränkt)
7268,Broken Rules
7269,Broken Simulation
7270,Broken Singularity
7271,Broken Teapot Studios Inc.
7272,Broken Vector
7273,Broken Walls Studios
7274,Broken Window Studios
7275,"Broken Window Studios, LLC"
7276,Broken at Release Game Studio
7277,BrokenMemoryGames
7278,BrokenWheel Games
7279,Bromio
7280,Bromoco Games
7281,Bromy
7282,BronStudio
7283,Broncho Games
7284,Broncogame
7285,Bronks Games Studio
7286,Bronzare Games
7287,Bronze Box Interactive
7288,Broodling Studios
7289,Brookwood Games
7290,Bros Before Giraffes
7291,Bros Ogon's
7292,Broski McDave
7293,BrossLab
7294,Brosvision s.r.o.
7295,Broswald Inc
7296,Brothar Studios
7297,BrotherWood Games
7298,Brotherly
7299,Brothers Flint
7300,Brothers Grimm Studios
7301,Brothers Make Games
7302,Brotir AB
7303,Brouillard
7304,Brown Bot
7305,Brown Hammer Studios
7306,Brown Studios
7307,Brownies Inc.
7308,Brownmonster Limited
7309,Browny Application
7310,Browser Land
7311,Broxilia LTD
7312,Brrrainz Incorporated
7313,Bruce Nguyen
7314,Bruce Scott
7315,Brucefilm
7316,Brucent LLC
7317,Brudingo Broductions
7318,Bruin Bear Games
7319,BruinBearGames
7320,Brujería @ Werk
7321,Bruno Bombardi
7322,Bruno Carro
7323,Bruno Esteves
7324,Bruno Ferreira Lopes da Silva Teixeira de Queiroz
7325,Bruno Freitas
7326,Bruno Gat Car
7327,Bruno MARTIOL
7328,Bruno Mendes
7329,Bruno Queiroz
7330,Bruno Valla
7331,Brushfire Games
7332,Brushing Software
7333,Brutal Jellyfish
7334,Brutal Muse
7335,Brutal Studio
7336,BrutalHack
7337,Bruxão
7338,Brwarner Studios
7339,Bry Guy Studios
7340,Bryan Adriel
7341,Bryan Alberto Olmos Ramírez
7342,Bryan Baumeister
7343,Bryan Blackford
7344,Bryan Edds
7345,Bryan Fu
7346,Bryan Gale
7347,Bryan Perfetto
7348,Bryan Song
7349,Bryan Tabor
7350,Bryanna Denney
7351,Bryant Jay
7352,Bryce Bottegal
7353,Bryce Bucher
7354,Bryce Davis
7355,Bryce Densmore
7356,Bryce Hilyard
7357,Bryce Hochstedler
7358,Bryce Summer
7359,Bryetan Dean
7360,Bryn Oh
7361,Bryn Tanchel
7362,Bryson MacDuff
7363,Brytag Creative LLC
7364,Brytenwalda
7365,Brézongue Inc.
7366,Brøderbund
7367,Brøwn Marcó Studios
7368,Bs Studio
7369,Bs1 & Bslteam
7370,Btyou
7371,Bu Yi Ltd.
7372,Bubble
7373,Bubble Bus Software
7374,Bubble Gums
7375,Bubble Head Games
7376,Bubble Studios
7377,BubbleMap
7378,Bubblebird Studio
7379,Bubblegum Home Entertainment
7380,BubblegumDrgn
7381,Bubblehead Game Dev
7382,Bubbly Games
7383,Bubby Darkstar
7384,Bubel Studio
7385,Bublik
7386,Bubu
7387,Buce Studios LLC
7388,Buck Studios
7389,BuckChickens
7390,Bucket Brawl
7391,Bucket Forge
7392,Bucket O' Bugs
7393,"Bucket Under a Bucket, LLC"
7394,Bucket of Fish
7395,BucketShop Games
7396,Buckethead Entertainment
7397,Bucketplay Inc.
7398,Buckle Up Games
7399,Buckshot Software
7400,Bucksoft91
7401,Buckwheat Software
7402,BuckyGames
7403,Bud of Lupine
7404,"Buddy Cops, LLC"
7405,Buddy System
7406,Budget Labs
7407,Budgie Games
7408,Buding Games
7409,Buennyo
7410,Buff Studio
7411,"Buff Studio Co.,Ltd."
7412,BuffGames
7413,Buffa Software
7414,Buffalo Vision
7415,Buffcorp
7416,Buffed
7417,Buffelo Games
7418,BufoProject
7419,Bug Bounty Games
7420,Bug Farmer Games
7421,Bug Inventors
7422,Bug Mane LLC
7423,Bug-meister production
7424,BugB Games
7425,BugBrains
7426,BugTeam
7427,Bugarin-Horváth Boldizsár
7428,Bugbear
7429,Bugbyte Ltd.
7430,Bugi Games
7431,Bugman
7432,Bugra Ozden
7433,Bugy Games
7434,BuhoXx
7435,Build Solution Studio
7436,Builder7
7437,BuilderSoft
7438,Builderman
7439,Builderment LLC
7440,BuildersLabs
7441,Built In A Day Games
7442,Buitenwerk Games
7443,Buk Games
7444,Buka Development
7445,Bulanke
7446,BulatHard
7447,Bulb
7448,BulbIdeas
7449,Bulba-Games
7450,Bulbware
7451,Buli16
7452,Bulkhead Studios Corporation
7453,Bull Games
7454,Bull Horn Games LLC
7455,Bull&Ram
7456,Bulldog Interactive
7457,Bullet Ant Games
7458,Bullet Bears
7459,Bullet Giraffe
7460,Bullet In The Head
7461,BulletBarry
7462,BulletCow
7463,BulletHell Studios
7464,Bulletproof Outlaws
7465,Bullets
7466,Bullfrog Productions
7467,Bulls Bros
7468,Bullseye Game Studio
7469,"Bully Innovation Group, Inc."
7470,Bully Revenge Studios
7471,Bult Games
7472,Bulut ULU
7473,Bulwark Creative
7474,Bulwark Studios
7475,Bum Bum
7476,Bumblebean Games
7477,Bumblebee
7478,Bumblebee Studios
7479,BumbocsDev
7480,Bumeow Games
7481,Bumfuzzled Gibbons
7482,Bump Nasties
7483,BumpkinBrothers
7484,Bumpy Trail Games
7485,BunBun Games
7486,BunFan Games LLC
7487,BunaGames
7488,Bunbosoup
7489,Buncha Fools
7490,Bundem Games
7491,Bundle LLC
7492,Bundle Of Sticks Studios
7493,Bune Duggy
7494,Bunetto Michele Salvatore
7495,Bungarra Software Pty Ltd
7496,Bungie
7497,Bungo Dev
7498,Bunker 22
7499,Bunker Games
7500,Bunker Surfer
7501,Bunkovsky Games
7502,Bunlysh Studios
7503,Bunny
7504,Bunny Alice Games
7505,Bunny Berry
7506,Bunny Bit
7507,Bunny Box Games
7508,Bunny Eats Tiger
7509,Bunny on Caffeine LLC
7510,"BunnyCraft Studios, Inc."
7511,Bunnyhug
7512,Bunstack
7513,BurGum Games
7514,Burak Dabak
7515,Burak Demirci
7516,Burak Yücel
7517,Burak İlgün
7518,Burakku
7519,Burapa Phatichon
7520,Buravic Simion
7521,Bureau 81
7522,Bureau Bravin
7523,Burgarug Games
7524,Burgee Media
7525,Burger Games
7526,Burger Kurger
7527,Burgos Games
7528,BuriGame
7529,Burian Media Enterprises
7530,Buried Signal
7531,Buried Things
7532,Burkus
7533,Burlaka Kyrylo
7534,Burn Below
7535,BurnandGrape
7536,Burning Arrow
7537,Burning Bright
7538,Burning Daisies
7539,Burning Daylight Team
7540,Burning Forest
7541,Burning Fur Productions
7542,Burning Goat Studio
7543,Burning Ice Games
7544,Burning Leaf Game
7545,Burning Light Games
7546,Burning Nebula Studios
7547,Burning Pick Entertainment
7548,Burning Reel Studios
7549,Burning Scale Studios
7550,Burning Sunset
7551,BurningDust Games
7552,Burnt Bag Studios
7553,Burnt Fuse
7554,Burnt Games LLC
7555,Burnt Tomato Studio
7556,Burrito Studio
7557,Burst
7558,Burst2Flame Entertainment
7559,Buru SRO
7560,Burut CT
7561,Business Dog Studio
7562,Business Goose
7563,Business Goose Studios
7564,Business Mouse Studios
7565,Business Tycoon
7566,Busking Software
7567,Busy B Studios LLC
7568,Busy Cat Games
7569,BusyBee Games
7570,BusyMinds
7571,Butcherrrrr
7572,Butchers Bell Studio
7573,Butengo entertainment
7574,Butik Game Studios
7575,Butler CC 2024 Capstone
7576,Butlerstyle Entertainment
7577,Butnariu Ovidiu Mihai
7578,Butter Fly Games
7579,ButterBall Billy
7580,ButterChain
7581,ButterGame Studio
7582,ButteredCoffee
7583,ButteredLilly
7584,Butterfly
7585,Butterfly Effect - Games Studio
7586,Butterflyware
7587,Buttergirl Studio
7588,Buttergirl studio
7589,Butterscotch Shenanigans
7590,Buttery Games
7591,Button Bash Games
7592,Button Factory Games
7593,Button Punch Games LLC
7594,ButtonSoft
7595,ButtonX
7596,Buttons Lake
7597,Buu Pink
7598,BuuPink
7599,BwendyDev
7600,Bwillett
7601,By Celesta Games
7602,By: Sam Crouse
7603,ByDesignk
7604,ByKing
7605,ByOwls
7606,BySamb
7607,ByTreesome
7608,ByVal Games
7609,Byaka Games
7610,Byakko Studios
7611,Byaku To Kuro
7612,Byeori Moon
7613,ByerN
7614,Byking Inc
7615,Byking Inc.
7616,Bykov Valera Alekseevich
7617,Bynine Studio
7618,Bypass Game Studios
7619,Byron Atkinson-Jones
7620,Byron Dunwoody
7621,Byron Hulcher
7622,Byte Barrel
7623,Byte Crafts
7624,Byte Kinematics
7625,Byte Mind
7626,Byte4Games
7627,ByteBomb Studios
7628,ByteErrsLots Games
7629,ByteHog Prime
7630,ByteMirage
7631,ByteRockers' Games
7632,ByteTeam
7633,ByteTrail Software
7634,ByteTyper
7635,Bytebin
7636,Bytecat Games
7637,Bytefire Games
7638,Byterunners
7639,Byterunners Game Studio
7640,Bytes of Learning
7641,Bytesprite
7642,Bytewerkz Ltd.
7643,Byting Games
7644,Bytro Labs GmbH
7645,Bytten Studio
7646,Byulbram
7647,Byzantine Games
7648,Byzantium Games
7649,Błażej Smorawski
7650,C Prompt Games
7651,C&C Game Studio
7652,C's earth
7653,C-DRIVE MEDIA ART
7654,C-Laboratory
7655,C. Eduardo Nuñez U.
7656,C. J. K.
7657,C. Uriah
7658,C.A.Withey
7659,C.L.
7660,C.S. Games
7661,C.T. Matthews
7662,C0Entertainment
7663,C0spio
7664,C2 Game Studio
7665,C2alt Games Studio
7666,C3
7667,C3 Games
7668,C3 Games Inc
7669,C3B Games
7670,C3T4NU
7671,C3i
7672,C405
7673,C4Games
7674,C4cat Entertainment limited
7675,C5H5 GaMes Lab
7676,C63 Industries
7677,CAAMS
7678,CABO Studio
7679,CADs Soft Studios
7680,"CAERUX CO.,LTD"
7681,CAESARGAMES91
7682,CAGE Studios
7683,CAIPIRINHA GAMES GMBH
7684,CALF TECHNOLOGY PTE. LTD.
7685,CALICO CAT
7686,CAM
7687,CANDY VIOLET
7688,CANGYU CONCEPT
7689,CAOLEI
7690,CAPCOM
7691,"CAPCOM CO., LTD"
7692,"CAPCOM CO., LTD."
7693,"CAPCOM Co., Ltd."
7694,CARBONTEA LTD.
7695,CAREBOT GAMES
7696,CARHAY Interactive
7697,CARNAGE PRODUCTION STUDIOS
7698,CASCHA GAMES
7699,CASE
7700,CASGames
7701,CASH
7702,CASTLE BRAVO
7703,CAT TEAM
7704,CAT'S TOOTH STUDIO
7705,CATASTROPHIC_OVERLOAD
7706,CATINRAIN LLC
7707,CATS NEVER CRY
7708,"CAVE Interactive CO.,LTD."
7709,CAVYHOUSE
7710,CAWEZ Studios
7711,CB
7712,CB Games
7713,CB Studio
7714,CB4D
7715,CBAZ Games
7716,CBAcademy
7717,CBC Games
7718,CBE software
7719,CBGameDev
7720,CBGames
7721,CBL Industries
7722,CBO Games
7723,CBSDY个人工作室
7724,CBgameDev
7725,CC ARTS
7726,CC Game
7727,CC.D
7728,CC164
7729,CCBand
7730,CCC Games
7731,CCCP
7732,CCCuiyao
7733,CCM
7734,CCP
7735,CCS
7736,CCY
7737,CCYY
7738,CD Jones
7739,CD PROJEKT RED
7740,CDB
7741,CDG
7742,CDIS Lab.
7743,CDL Studios
7744,CDP
7745,CEON Arts
7746,CETVE LLC
7747,CFC Studio Games
7748,"CFK Co., Ltd."
7749,CG Creations
7750,CG-Interactive
7751,CGA Simulation
7752,CGA Studio
7753,CGArt Games
7754,CGCFSS
7755,CGD: Davis E Don
7756,CGDC Community Game
7757,CGE Digital
7758,CGG
7759,CGGAMES
7760,CGI LAB GAMES
7761,CGN Studios
7762,CGNDC
7763,CGPills
7764,CGPine
7765,CGWorks_HeritageDev
7766,CGames Interactive
7767,CGevo
7768,CH-Gaming Studio
7769,CH757
7770,CHAMBER 8 Studio
7771,CHANGDONGSOFTWARE
7772,CHAOS-L
7773,CHAOSMORE WORKS
7774,CHARK Studio
7775,CHARON
7776,"CHEERFUL CYAN CO., LTD."
7777,CHEHRAZ
7778,CHEMICAL HEADS STUDIOS
7779,CHEN HAO
7780,CHEN JIE
7781,CHEN YUANJI
7782,"CHENGDU DREAMCALLER TECHNOLOGY CO.,LTD"
7783,CHEST BOX
7784,CHF Software
7785,CHG GAMES
7786,CHICKEN SODA GAMES
7787,CHIHIRO
7788,CHM
7789,CHOBI GLASS
7790,CHOCOLIVE STUDIOS
7791,CHOI SANG WON
7792,"CHONGQING SHENZUOZHILU TECHNOLOGY CO., LTD"
7793,"CHONGQING YOUGU TECHNOLOGY CO.,LTD"
7794,"CHONGQINGNUOJUE TECHNOLOGY CO.,LTD"
7795,CHONGYI
7796,CHOU CHENG LU
7797,CHQ
7798,CHRONOPHOBIA
7799,CHTOOM Entertainment
7800,CHUMBOSOFT LLC
7801,CHUSO GAMES
7802,CHYSA
7803,CI Games
7804,CIA INC
7805,CIA_inc
7806,CICUN
7807,CINAR
7808,CINDYZ STUDIO
7809,CINEMAX GAMES
7810,CINIC Games
7811,CIRCLE Ent.
7812,CITADELE
7813,CITY CONNECTION
7814,CJ
7815,CJB Games
7816,CJBNY
7817,CJG Studio
7818,CJGames
7819,CJH Labs
7820,CJS
7821,CJWorks
7822,CKS Tactical
7823,CLE Games
7824,CLEAR-ABYST
7825,CLEDU
7826,CLICKBYTES
7827,CLLGames
7828,CLO Virtual Fashion
7829,CLOCK IN DREAM
7830,CLOCKUP
7831,CLOUDs Playcompany Inc.
7832,CLU Entertainment LLC
7833,CM Game Creators
7834,CM Games
7835,CM Pictures
7836,CM Softworks
7837,"CM, Vinicius"
7838,CMC Games
7839,CMON
7840,CMY
7841,CN Entertainment
7842,CN Entertainment Germany
7843,CNAM-ENJMIN
7844,CO's Entertainment
7845,COAF Research
7846,COAX-RF
7847,COCOLAUGH STUDIO
7848,COCOSOLA
7849,CODE BELL
7850,"CODE Co., Ltd."
7851,CODEBASE UAB
7852,CODELIFE Studio
7853,COG Studios
7854,COGNOSPHERE PTE. LTD.
7855,COKE
7856,COLNELIUS
7857,"COLOPL, Inc."
7858,COMAN
7859,COMINO Inc.
7860,COMPILE HEART
7861,"COMPILE HEART Co., Ltd."
7862,CONICAL
7863,CONNSYST
7864,CONVEY Studios
7865,COOL BEANS PRODUCTIONS
7866,COOL DEVS S.R.L.
7867,COPIKAL
7868,"COR Entertainment, LLC"
7869,CORE Games
7870,CORGIXHQ
7871,CORUMDEV
7872,COSDOTS
7873,COSEN
7874,"COUCHBROGAMES, LLC"
7875,COVID-19
7876,COWCAT
7877,CP Decision
7878,CPMOG
7879,CPSuperstore
7880,CPW Games
7881,CQC Software
7882,CQuark Studio
7883,CR Games
7884,CRACKED PISTON LLC 2014
7885,CRAFT
7886,"CRAFTS & MEISTER Co., Ltd."
7887,CRAFTWORK
7888,CRAPPY ZOMBIE GAME STUDIO
7889,CRASS Studios
7890,"CRAVA,Inc."
7891,"CRAZYDIAMOND CO., LTD."
7892,CRAZYEYEMEDIA
7893,CREA CLAN
7894,CREAM SODA CLUB Team
7895,CREATIV GAME DEVELOPER LLC.
7896,CREATIVE ASSEMBLY
7897,CREATIVE VR3D
7898,CREATURES
7899,CREW Studio Krüger UG
7900,CREWD Studios
7901,CRGames
7902,CRJ Games
7903,CRK Games
7904,CROSSRED
7905,CRT GAMES
7906,CRUSTSLICE
7907,CRX Entertainment
7908,CRX Entertainment Pte Ltd
7909,CRX Entertainment Pte Ltd.
7910,CRX Entertainment Pte. Ltd.
7911,CRYPTOFANTASY
7912,CS Squared Games
7913,CS-REPORTERS.INC
7914,CSA Software
7915,CSF
7916,CSF Games Studio
7917,CSGAMES
7918,"CSIS (CSI Studio Co.,Ltd.)"
7919,CSM
7920,CSR  game
7921,CSR-Studios
7922,CSTG-小光
7923,CSZgames
7924,CT9Games
7925,CTM
7926,"CTN Design, LLC"
7927,CTRL Reality Oy
7928,CTRLZ Game Studio
7929,CTU
7930,CTgames
7931,CUBE 332
7932,CUBETYPE
7933,CUBUS GAMES SL
7934,CUI PU XING
7935,CUIWENPING
7936,CUNX
7937,CUPPAKILL
7938,CUR3D UG
7939,CUTE ANIME GIRLS
7940,CUTECAT
7941,CVR
7942,CVS-Gaming
7943,CVi Games
7944,CWDI GAMES
7945,CWGameStudio
7946,CWH Entertainment
7947,CX Distribution
7948,"CXCY CO.,LTD"
7949,CYBERPHO
7950,"CYBIRD Co.,Ltd."
7951,CYCLOPS
7952,CYZR
7953,CZ Game
7954,CZ-Game
7955,CaPax
7956,CaRacing Studio
7957,CaTaTo
7958,Cabbage Soft
7959,Cabbeast Games
7960,Cabbibo
7961,Cabbit
7962,Cabbusoft
7963,Caboose
7964,Cabygon
7965,Cacciatori
7966,Cache
7967,Cache Grab Studios
7968,Cache of Bones
7969,Cacophony
7970,Cactus Island
7971,Cactus Jam Games
7972,Cactus Labs
7973,Cactus Production
7974,Cactus Studio
7975,Cactus VR Studios
7976,CactusJock
7977,Cadaver Carnival Studios
7978,Caddy Computing
7979,Caden Goodwin
7980,Caden Koehl
7981,Cadence Games
7982,Cadyze
7983,Cael O'Sullivan
7984,Caelen Trevino
7985,Caesoose Studios
7986,Cafe DUSK
7987,Cafe Empty
7988,Cafe Shiba
7989,Cafearatus Studios
7990,CaffNight Software
7991,Caffeine
7992,"Caffeine, Inc"
7993,CaffeineBoosterGames
7994,Caffeinedependent Software
7995,Caffinated Cauldron
7996,Cafundo Estudio Criativo Eireli
7997,Cagatay Guven
7998,Caged Element Inc.
7999,Caglar Tas
8000,Cagri Gecin
8001,CaiHuaqing
8002,Caicai Studio
8003,Caico Morais de Brito
8004,Caido
8005,Cain Laikind
8006,Cain Maddox
8007,Caio Flavio
8008,Caio Golfinho
8009,Caio Goncalves
8010,Caio Ribeiro Chagas
8011,Caipirinha Games
8012,Caipirinha Games GmbH
8013,Cairn4
8014,Caitlin Huxley
8015,Cake Mill
8016,CakeDev
8017,CakeEaterGames
8018,CakeGames
8019,CakeNeq Games
8020,Cakesin
8021,Cakewalk
8022,Cal
8023,Cal Eidson
8024,Cal Hemingway
8025,Calamity Bay Games
8026,Calangames
8027,Calappa Games
8028,Calathea Game Studio
8029,Calcoa Mara
8030,Calculator Games
8031,Caleb Chalmers
8032,Caleb Draper
8033,Caleb Dunahee
8034,Caleb Foss
8035,Caleb Hooper
8036,Caleb Klomparens
8037,Caleb Krainman
8038,Caleb Myers
8039,Caleb Solomon
8040,Caleb Valdez
8041,Caleb Wood
8042,Caleb Wootton
8043,Calepin Studio
8044,Calex Raffield
8045,CaliCosDev Studio
8046,CaliaCorp
8047,Caliban's Paper Crown
8048,Caliburn Studio
8049,Caligari Games
8050,Calin Ardelean
8051,CalixJumio
8052,Call of Clans
8053,Call to Action Software
8054,CallMeSir
8055,CallThePolices
8056,Callback
8057,Callial
8058,Calligram Studio
8059,Callmerat
8060,Callum Page
8061,Callum Sales
8062,Callum Skinner
8063,Calm Fox
8064,Calm Pewter Games
8065,Calm3D Pte Ltd
8066,CalmDV
8067,Calmed by the Dark Games
8068,CalorieMate Games
8069,Calquter Studio
8070,CalrivarGames
8071,Caltain VR Ltd
8072,Caltech/IPAC
8073,Calthies
8074,Calum Bowen
8075,Calumnius
8076,Calvares
8077,Calvin MacCaull
8078,Calvin Weibel
8079,Calvin Williams
8080,Calvino Noir
8081,CalypsoMini
8082,CamCommand (Swift Street)
8083,Camagames
8084,Camaq Dreams
8085,Camden Cleveland
8086,Camdym Charles
8087,Camel 101
8088,Cameltoe
8089,"Cameron ""Kathryne"" Whitlock"
8090,Cameron Beattie
8091,Cameron Broyles
8092,Cameron Cary
8093,Cameron Chester
8094,Cameron Chin
8095,Cameron Downey
8096,Cameron Fox
8097,Cameron Ginex
8098,Cameron James Low
8099,Cameron Kostopoulos
8100,Cameron Kunzelman
8101,Cameron Ladjevardi
8102,Cameron Otten
8103,Cameron Pentland
8104,Cameron Ray
8105,Cameron Wang
8106,Camerron ScottSaxon Niewoehner
8107,Camex Games
8108,Camila Mattos
8109,Camille Brisman
8110,Camille Melo
8111,Camisade Projects
8112,Camocipher12
8113,Camouflaj
8114,CampFire Studio
8115,CampKnowledge Ltd
8116,Campfire Games
8117,Campfire Studio
8118,CampinCarlStudios
8119,Campo Santo
8120,Camptotheca Inc.
8121,Campus ADN 2015-2016
8122,Campus ADN 2017-2018
8123,Campus ADN 2018-2019
8124,Campus ADN 2023-2024
8125,Campus Cámara de Sevilla - Centro FP Superior
8126,Camsak Games
8127,Camshaft Software Ltd
8128,Can Explode
8129,Can Pixel Studio
8130,Can Telkenaroglu
8131,Can Universe
8132,Can't Get Enough Games
8133,CanFish
8134,CanYing工作室
8135,Canalside Studios
8136,Canari Games
8137,Canberk Demir
8138,Canberk Sonmezer
8139,CandLE
8140,Candescent Games
8141,Candied Arsenic
8142,Candle Dev
8143,CandleBird
8144,Candlelight Studios
8145,Candleman Games
8146,Candy Bomber
8147,Candy Rufus Games
8148,Candy Valley Network
8149,Candy games studios
8150,CandyMan Games
8151,Candylight Studio
8152,Candymakers
8153,CangGu
8154,Canine Games
8155,CanisGames
8156,Cankerheart LLC
8157,Cankut Keskin
8158,Canmaru
8159,Cannabis
8160,Cannibal Capybaras
8161,Cannibal Goose
8162,Cannibal Interactive
8163,Cannibal Panda Studios
8164,Cannonperson
8165,Cantaloupe Kids
8166,Cantarella Massimiliano
8167,Canteen
8168,"Cantina Games and Entertainment, Inc."
8169,Canu Arts
8170,Canuck Play Inc
8171,Canuck Play Inc.
8172,Canvas+Garden
8173,Caos Creations
8174,Cap Smoker
8175,Cap'N Studios
8176,CapGames
8177,CapPlay Interactive Inc.
8178,Capcom
8179,Capcom Game Studio Vancouver
8180,"Capcom Game Studio Vancouver, Inc."
8181,"Capcom U.S.A., Inc."
8182,Capcom Vancouver
8183,Cape Copenhagen
8184,Cape Cosmic
8185,Cape Guy Ltd
8186,Capi Capi
8187,Capitola VR
8188,Capky Games
8189,Cappasity Inc.
8190,Capreo Interactive
8191,Capriccio
8192,Capricia Productions
8193,Caps Collective
8194,Caps Lock Solutions
8195,Capstone Software
8196,Capsule Core
8197,CapsuleCollapse
8198,Capt McCay Soft
8199,Capt. McCay Soft
8200,Captain
8201,Captain Bear Games
8202,Captain Bungalo
8203,Captain Cool
8204,Captain Fly Studio
8205,Captain Games
8206,Captain Kitty
8207,Captain Seal
8208,Captainsteff
8209,Captilight
8210,Captionshiner
8211,Captive Bolt Studios
8212,Capture Point Stone
8213,CaptureAge
8214,CapturedLeek27
8215,Capturedleek27
8216,Capucine Mahieux
8217,Capybara
8218,Capybara Forge LLC
8219,Capybara Games
8220,Capybara Games Studios
8221,CarVin Interactive
8222,"CarX Technologies, LLC"
8223,Caracal Games
8224,Caracolex
8225,Caraline Aldis
8226,CaramelCowboy
8227,Caravel Games
8228,Carbine Studios
8229,Carbomb Software
8230,Carbon
8231,Carbon & Kay
8232,"Carbon Bird, Inc"
8233,Carbon Fiber Games
8234,Carbon Fiber Games LLC
8235,Carbon Games
8236,Carbon Studio
8237,Carbontea
8238,Carbow
8239,Carcajou Games
8240,Card Memory
8241,Cardboard Computer
8242,Cardboard Games
8243,Cardboard Keep
8244,Cardboard Robot Games
8245,Cardboard Sword Limited
8246,Cardboard Utopia
8247,Cardboard_Pi
8248,Cardinal Game Studio
8249,Cardryn
8250,Carel
8251,Careless Angels
8252,Caresa Batten
8253,Caret Games
8254,Carf Darko
8255,Cargo Cult Gaming LLC
8256,Carl Burton
8257,Carl Games
8258,CarlMorganArt
8259,CarlPlay
8260,Carleton Handley
8261,Carlie Kubisek
8262,Carlo D'Apostoli Projects
8263,Carlo Monzini
8264,CarloC
8265,CarloC-free
8266,CarloCGC
8267,Carlos
8268,Carlos Agüera Fernández
8269,Carlos Arroyo
8270,Carlos Barajas
8271,Carlos Bott
8272,Carlos Cañizares Garcia
8273,Carlos Coronado
8274,Carlos Diaz Muñoz
8275,Carlos Garrido
8276,Carlos Garza
8277,Carlos Junio
8278,Carlos Marañon
8279,Carlos Martins
8280,Carlos Martins - Blue Crab
8281,Carlos Padial
8282,Carlos Rojas
8283,CarlosGameDev
8284,Carlotta Tatti
8285,Carlsen Games
8286,Carlton Lee Ho Yin
8287,Carly Hasson
8288,Carmelo Electronics
8289,Carmesim Game Studio Ltda
8290,Carmine Inc
8291,Carmine T. Guida
8292,Carnage Games
8293,Carnality INC
8294,Carnival Pepper
8295,Carnivore Games
8296,Carnotaurus Team
8297,Carny
8298,Caro Builders
8299,Carol Mertz
8300,Carola Sochiera
8301,Carolina Ask
8302,Carolina Ask modeler
8303,Caroline Laber-Smith
8304,Carotaa
8305,Carpetwurm
8306,Carpi Studio
8307,CarpotTeam
8308,CarrelSpace
8309,Carriage Developed
8310,"Carrion Fields, LLC"
8311,Carrion Wave LLC
8312,Carrot Company
8313,Carrot Gaming Entertainment
8314,Carrot Studios
8315,Carrot studio
8316,Carruto Games
8317,Carry Castle
8318,Carry-On Games
8319,Carsick Carventure
8320,Carson Hall
8321,Carson Kompon
8322,Carson Lougheed
8323,Carson Sena
8324,Carsten Hölscher
8325,CartMart
8326,Cartboard Games
8327,Cartel Interactive
8328,Carter Willette
8329,Carton 22
8330,Cartoon Network Studios
8331,Carved Rabbit
8332,CasGames
8333,Casa Games
8334,Casa Rara
8335,Cascade Game Foundry
8336,Cascade Game Foundry SPC
8337,Cascade Software
8338,Cascade of Leaves
8339,Cascadia Games
8340,Cascus Harmony Games
8341,Case Yellow Labs
8342,"Case in Point Studios, LLC"
8343,Casen
8344,Casey Atkins
8345,Casey Clyde
8346,Casey Donnellan Games LLC
8347,Casey Labrack
8348,Casey Rowley
8349,Caseyfromspace
8350,Casgra
8351,CashcowGames
8352,Cashew Clicker
8353,Cashgrab LSC
8354,Casino
8355,Casioqu
8356,Casket
8357,CasketCheese
8358,Casper Croes
8359,Casper Forever Digital
8360,Casperdew
8361,Caspian Interactive
8362,Casque
8363,Cassagi Entertainment s.r.o.
8364,Cassandra Doeinck
8365,Cassandra Swilley
8366,Cassandra Wang
8367,Cassel Games
8368,Cassette For Timescapes
8369,Cassidy Elem
8370,Cassidy Robideaux - Audio Lead
8371,Cassiopeia Developments
8372,Cassius John-Adams
8373,Cast n Play
8374,Castec Studios
8375,Castello Inc
8376,Castiel
8377,Castle
8378,Castle Box Games
8379,"Castle Pixel, LLC."
8380,Castle Roaches
8381,Castle Steps LLC
8382,Castle Village Games
8383,Castle art by Yuriy Gusev
8384,CastleAbra Studios
8385,Castro Brothers
8386,CasuRae
8387,Casua.l
8388,Casual Arts
8389,Casual Box Games
8390,Casual Brothers
8391,Casual Brothers Ltd.
8392,Casual Dev Aus
8393,Casual Distraction Games LLC
8394,Casual Garage Coder
8395,Casual Labs
8396,Casual Stuff
8397,Casual Trash Studios
8398,CasualBebop
8399,"CasualTF2, Liblung, ALIAS, et al."
