appid,publisher_id
557040,31986
1198400,7799
355630,40598
1376890,24627
1376890,32977
2803810,49171
551620,18308
804850,18561
842810,20891
685690,24116
526140,7743
410970,43462
787040,48149
1617430,33224
352220,17576
870290,32671
1063580,17083
2431090,12928
921710,21210
291710,18561
1781890,17360
3037930,3822
490450,26202
1279920,15184
1536470,38288
312650,32918
201490,21049
455440,21874
1036850,18827
224900,41013
556240,5871
1570730,34918
545820,20113
2993680,47896
2971510,26735
2708950,5585
638070,5167
890920,32895
999830,7977
340580,38388
760510,15277
1552080,40439
463930,13997
1412850,36410
313080,35678
878580,47855
1889620,25167
400660,10423
810230,34194
1437340,16392
1858500,30405
1482750,38962
475240,30889
1353100,9549
1256060,43766
2060590,13532
238870,17093
361850,635
2229990,3801
391490,41040
574140,35367
993790,16460
437250,30878
412050,45258
2776500,22797
2776500,275
2139300,4789
2450100,22797
1347420,8310
1409710,6740
391140,32030
1769320,593
294750,99
2461780,21200
396310,28985
1258710,32412
474220,41139
656970,40850
656970,27494
2550040,759
1234430,27189
1055990,37385
351140,35181
2348170,35799
447270,18359
284730,3075
2530490,28794
2530490,21020
663300,23191
446380,41227
365770,4924
2223590,33168
464150,30937
463170,17093
361670,23590
361670,23593
361670,10635
356260,14472
529440,36271
336080,12674
673070,22624
316600,14421
1596730,85
477200,13178
576130,22395
1150460,24661
777770,33893
1586830,16251
1586830,43755
2184130,11954
1281790,21985
669290,41343
1035560,14348
575480,35367
70620,39589
372210,47542
992730,24083
2644360,1707
1997780,6267
1665130,4087
2750960,3103
246300,25062
1876880,44651
1876880,39939
1285060,32691
1285060,21919
2835750,3025
2545360,25352
1177970,39177
785480,14902
785480,27923
273070,2846
1631210,10521
238530,2341
1076880,10600
2270210,10263
1461680,27815
1461680,49327
2125770,35900
2347940,27205
676090,34564
1851380,47855
2870420,10812
965810,24644
683940,36926
1167100,43243
487220,3931
589940,34168
476540,16194
1234190,21716
1271100,33627
867180,18334
1420050,14763
701470,43391
1902880,7912
1622800,47523
2178990,15150
1181400,20508
620620,21472
620620,46321
501180,8913
894630,26366
1194680,13980
1194590,18561
549100,19637
1205260,22217
671700,122
427470,31441
1742450,12897
262470,30483
425670,11081
1789470,3141
1516820,18398
2270750,35242
1747050,36345
2569510,7990
628080,20886
1853760,4481
750520,42797
283080,2993
283080,30408
850450,29074
1170230,2701
481870,16251
925470,34805
387370,7387
58560,13927
595430,26709
1247170,48276
447570,16088
866190,3075
687750,39329
1518430,19518
1518430,20985
400250,7527
46370,14472
761030,36701
586880,687
2404000,32274
2431880,21006
1405790,4688
1343810,18010
290060,37066
288880,42003
1329350,24518
1142100,267
821500,14073
764030,1774
3220170,5894
258200,28227
287200,45664
377060,8498
1452250,4320
73210,30027
2168810,33631
2132690,39566
1819460,7320
1299170,40985
612370,41199
539640,21143
271670,24994
731770,5915
1141650,34426
397330,45499
836940,14753
362350,31008
570980,4747
443000,29316
2613870,41792
799860,46087
453310,42931
2467810,12098
1580800,37385
1324070,45730
438080,13997
1598010,28763
612300,21049
762560,33820
2685210,48602
2198940,20616
1273560,35319
1502980,20886
2337630,27189
1341050,37393
2732980,41929
378270,21210
703840,10921
2498480,49153
2817620,9923
1019450,8841
1315160,43960
2824310,46582
946040,42135
611120,18359
463850,32504
2196420,4119
2119590,32991
299660,41499
3388760,18734
2761100,22401
250660,33824
250660,33823
2170050,27525
2211730,34898
340200,20851
1243220,8540
1740240,2251
893020,20984
1455910,44044
2885580,11811
1279240,15301
1279240,31107
1116210,46796
342610,45248
1216490,36636
696140,24335
200370,30027
2397250,9923
1367760,35009
1270930,3587
2001570,34377
2001570,13873
963330,45405
1975180,47579
1637230,29767
305070,18292
2138570,7063
2591910,10614
1573750,2251
2856450,25994
2597460,48755
2838510,13467
2630080,29073
235660,36698
1222040,1295
1028860,668
215710,38298
429700,39450
598440,8410
1432850,26426
48950,42480
951750,2511
207790,10000
1216880,26844
2430690,16862
2430690,27432
654850,14256
293660,32702
340350,6821
1303740,35317
2699820,27524
1032700,29575
395270,9792
408000,16983
458580,31775
1504250,188
889770,41965
531270,47463
2708210,19519
1236240,45304
1125510,2993
1457520,7740
200080,17337
844330,24029
1062340,37257
396800,20113
2628420,34225
793490,16067
255370,45232
1973580,28695
242780,30566
431450,29400
1399840,18594
600080,37733
657630,2618
2295520,7982
383460,35367
270090,20908
780500,28266
1148560,36414
734920,1085
734920,14139
549080,37940
758410,4672
2458940,27270
538840,29079
1502080,26838
2175780,18420
1520270,2694
411310,38924
444260,32128
1043240,25308
46270,14472
259810,16429
839930,33463
985080,36121
2152740,47761
1413960,20984
2860450,4568
690140,13583
215790,41014
2172030,2932
848500,11881
1656240,33939
700820,15469
1767320,39406
1767320,35366
335790,7500
1285230,2739
977460,24644
209730,13927
2351970,41563
3239270,35799
1946140,4176
1321270,26162
1636420,18024
380140,46086
1381980,19352
827860,10240
1789490,19884
542400,13889
1273100,8519
1273100,31107
840390,21048
1522560,2251
786580,12134
354430,23590
354430,23595
354430,10635
582810,27963
1398070,46712
2246110,46837
1567370,48063
600120,30847
1843540,29717
2712550,35799
914430,33685
3319980,7740
2804510,49367
992740,49578
547590,45232
1781750,37549
336440,38076
2182630,23084
2182630,18915
2971610,27010
350010,3075
730050,18079
2635980,3861
2635980,34421
2461050,49072
944080,17510
486650,34875
1114030,20089
488920,16250
959880,20984
440740,44617
1985420,28463
497820,22420
1446850,18457
542590,27589
765480,17868
765480,46086
2197160,43416
300260,9705
2822030,24648
2822030,24649
277110,25692
448240,1215
63500,3300
1542810,33802
2729480,46928
266170,36706
2438680,37958
2438680,40230
981020,19245
1796200,14666
2078350,29519
617660,36121
102850,11960
703180,29519
2148930,15301
2148930,31107
1156380,12878
209630,14329
427950,6444
259600,23368
259600,31201
1995870,2202
1863430,27189
1412310,26862
1288900,9116
628290,46573
955870,25279
850050,18353
2270590,49670
864680,31933
864680,31107
506480,10036
222140,27428
416000,34529
390730,14421
623310,27485
1055090,29562
1516080,28716
1497450,2511
1843350,32377
1349030,33036
1349030,12327
200150,19209
2647300,25450
1839510,2493
640050,33845
3090980,23815
2395620,48808
2825110,1707
601010,12069
1751980,46791
2928650,33996
2928650,16279
345860,27664
505330,21563
957710,14712
254590,29960
851950,46743
434020,19549
2257460,25556
1125910,17360
956140,11204
2505120,35844
1772910,3979
583930,38314
402310,30343
237950,5472
2402710,44611
324650,30582
3119520,31225
490820,13997
1600370,28104
2473890,22626
342550,12855
955320,26974
1763740,153
848050,30607
2273470,31107
2273470,8519
1214670,32763
1960480,35935
288370,5598
921700,7934
1323830,3269
2578880,42957
2291020,37257
904310,33348
449300,8066
1934800,47192
1195560,5099
1903560,24336
2568880,872
1225810,12287
1482770,44219
546220,11602
2964280,3038
2680680,45686
248470,34778
315860,10512
1882040,28641
666820,40178
1606280,35362
384500,30243
384500,31201
1151120,48147
634340,38893
528660,34302
63800,23778
363460,30586
441010,37700
2197890,24663
1261180,6794
457480,47542
1177130,24303
585950,17947
585950,16251
1144970,26208
581360,3056
2269860,12548
2280540,46133
406850,16165
1749750,27080
2723520,45328
2118130,4212
2212110,41888
2914320,23472
1494560,17978
1494560,18915
700100,12542
1766720,31359
289800,25692
800600,18010
1771180,35381
316750,41793
1863290,33204
785840,1028
1371660,45292
283060,38293
929060,45460
2262080,31526
229520,10324
312230,27923
307340,7649
1016360,17093
1485100,34811
522040,23664
773840,46515
773840,46514
1384320,40931
322850,13928
343270,37743
1444020,458
1444020,21862
2529540,26535
779330,12213
2456960,42648
1514360,15554
1514360,7741
416670,21776
1005460,44823
555450,11876
1569550,11080
1259510,8300
1468160,8471
1346020,7532
2456320,41768
983150,16862
686900,7625
1198850,20984
502750,1298
260130,15723
580710,36500
2163060,43697
965860,17842
1058320,25692
1058370,5823
767420,47939
290530,23267
908070,28227
1929360,20841
480450,25097
1487590,4430
1919040,14376
1174720,26812
1021070,41040
611750,37656
551450,26491
584990,25480
967240,28744
254060,41013
1055610,48149
436290,37393
2061230,34522
1552250,37155
1552250,35366
443360,11602
1861290,19424
454140,25838
1986880,44717
348240,10522
577080,29461
1037560,21383
1043230,25308
441670,18765
575330,16165
1917450,30573
270790,28082
2469200,24971
2599270,16198
2002570,29684
2514460,43330
340770,39801
451780,18594
893390,39900
893390,27374
324120,11344
524010,37542
1599470,647
2793290,16922
2793290,23513
1212940,3248
998660,9766
259870,15723
1293460,3431
1293460,15103
710030,16983
392000,10635
2822010,24648
2822010,24649
614950,32050
1503850,21961
1640720,32643
896750,6807
730870,15987
446640,16251
446640,40283
399070,5725
1060310,21383
2491640,16818
680380,32763
1924170,27189
1016860,24116
730410,17066
1410870,34516
748970,25985
1386890,41249
387930,21210
439250,16251
439250,40283
1394130,4161
809730,22949
862480,6717
559910,15577
1502560,25692
384550,23582
683830,42447
1236700,32904
459090,44933
319560,46166
221830,38924
670500,14411
207020,17093
216090,13555
1906220,24426
324740,40662
1997660,27189
910320,49701
655550,3894
2749000,15150
2749000,15281
2513240,43628
1034040,27880
280560,10866
1373950,41599
316890,6647
2143340,30729
650940,31426
765640,1450
765640,15268
2196980,2827
202130,30027
357720,18561
1989070,16018
1989070,16764
1541220,20083
388490,7772
1453850,27189
412520,6482
397310,17360
426630,3300
852340,32688
812550,35459
418120,42231
1394960,9253
1394960,17379
363860,4292
512160,15675
747850,48944
1575710,26836
1870320,2676
342260,13893
2719200,20886
2442390,31146
2442390,31147
782660,44354
2827560,70
2827560,6980
871950,2715
714800,35367
289460,14472
3096270,2792
264280,45188
1524750,21383
1993180,26342
1993180,13743
307090,47807
1128480,41766
1155870,3029
1155870,15377
306700,8841
1304580,11676
1233800,44420
1233800,24927
1233800,24922
697650,27080
2812850,41004
754040,34737
433320,1298
968370,3020
968370,31201
968370,24708
227060,23355
263400,14421
347170,25688
3107900,35585
3107900,3155
1530750,26169
1722020,34631
363610,5014
643820,1429
2736020,4594
1383740,41134
3027260,39922
2407830,37266
1281200,39876
1281200,39881
304670,4221
1425000,18081
1425000,48691
1425000,49744
1370410,16517
1063980,22689
380670,30511
940310,44420
940310,24927
1868410,22964
606980,43950
2206350,36077
2206350,31107
2464120,23517
560370,1298
2529080,13662
1555140,9923
2645580,30776
1449430,20873
246960,17093
246960,4992
2552440,37393
1740850,40851
1036440,46577
1420540,30699
563360,8066
461700,25661
239090,4357
1925090,1478
1649740,9035
1790370,38562
1329540,18265
491330,20113
3380760,10667
386640,22891
207250,311
281450,37940
2279600,39391
954610,46559
494670,45643
971690,7782
403560,3931
437000,2802
1648190,46614
1407180,36926
606890,13927
406720,14472
334070,34116
2918550,11522
356450,35367
3395140,48852
1515950,6313
2840210,24116
280600,43307
682140,24992
2639420,13092
777650,9834
1372830,47440
567130,7706
844960,41376
1569700,44034
1148480,2844
949050,22427
1258220,33342
1767170,29767
383740,7625
1469550,39514
1005120,1014
252570,9159
420100,35367
3285700,22222
501120,21729
408250,41792
2008510,38487
1542280,34533
1300430,13236
457710,13279
1224700,363
1224700,19207
40330,32749
852910,19518
1150090,23645
1512940,26722
1658920,27189
824280,38924
2123140,20984
250640,29724
690060,4263
246940,18561
745760,19422
2329130,41041
1174640,15020
405610,16525
987720,37393
1342790,47463
539400,4761
2315400,32763
1078320,20984
2458310,14472
3091770,25287
2348680,6703
1988830,43591
1238920,39087
1238920,35606
253610,13503
2497610,49500
1386650,36635
1356240,25692
1036700,42188
1036700,38562
1155880,44526
1056720,16721
222160,10152
470210,33433
2891120,26034
1252000,298
1252000,41007
402160,43451
1623880,29028
1623880,25692
251690,32918
1203360,36930
227020,21049
858060,7356
2400280,38780
388340,9844
2494930,10324
2494720,26537
289890,14472
1674920,8577
427810,5262
1548820,17185
1548820,26410
687540,10576
1546870,23746
468490,34302
2420460,32039
2126010,29683
1161160,38822
1563490,34344
787760,27809
2424440,20564
1131920,6533
1592750,37895
265120,17360
2928660,16279
2928660,33996
2317640,27747
72400,40917
1518440,16386
1410830,34516
812560,26217
2669150,41772
291130,17261
1507720,7740
1944250,16862
445770,4691
400240,7527
207730,20676
492840,28491
1941410,42097
1941410,15281
1608040,40349
1219480,28728
909190,11327
2732100,28629
1788850,49166
623090,38924
529160,8794
292800,18144
292800,27923
963280,16251
1216230,11535
1926120,12303
1465510,27664
1465510,9792
1594060,31163
289280,14472
283230,47855
2222540,7382
1201840,921
2655960,4304
603140,38277
603140,45367
1306770,17576
489370,505
363420,7669
488910,2758
295770,17739
2422080,32741
1919470,3300
1045080,29074
1370170,42854
607460,33811
2209910,19340
589420,41766
745560,24501
622060,14717
2027550,38597
3281300,20901
775580,2993
1184990,16983
1619230,29724
2798430,33819
417910,8449
704860,43842
45720,6729
1478410,31801
629090,505
1516400,9149
2155770,39143
65270,15763
1715590,2701
893950,21189
542350,44537
1293730,46577
273770,38423
2323080,39825
2009860,13510
2009860,18915
640990,24644
1975520,28520
414920,44460
46770,13068
589200,43766
361320,2098
1906020,15426
230330,37393
3083300,10667
1100160,25308
1594410,32082
513340,8066
322900,14932
2808570,22074
2808570,876
1949220,7148
1648730,34289
434510,33780
1575980,35367
963400,40269
2535440,14870
1477060,43090
3111800,39456
438030,27690
645690,13167
588180,26129
2330870,798
2330870,12389
541660,10635
2196490,4304
2745800,14326
1210800,5591
1547160,28125
438020,27690
812070,26995
485370,14256
349790,30027
286280,16321
2082350,3818
771920,1094
2512190,39086
1558930,35319
397690,31201
469800,28320
2118370,35417
414080,30772
2517810,18041
2517810,38562
340340,34359
2951840,22662
1169740,37489
1169740,10958
2843640,13094
1192010,505
1240290,28686
799510,37418
1479500,29676
2693940,33876
2693940,39901
1124830,48518
1124830,48492
1256530,43409
664000,34529
417110,12472
231310,34946
2434160,11291
1314630,7297
397720,20886
680480,10512
347610,1708
2384600,26343
625140,16325
2168600,36799
1038280,5422
1557420,16073
673600,39013
384310,19382
573770,49846
573770,32306
2227130,45799
822760,27432
1424710,37251
1494260,47723
1494260,34677
968500,7948
2281820,38487
2281820,15281
679750,1438
293240,319
2542430,13938
1014040,29684
2719190,10022
675170,3352
675170,26603
1530760,28904
926310,49596
603190,14244
1581040,45934
1581040,15269
492500,26304
350700,23908
357340,26232
299420,45821
844920,34805
665270,36489
2785280,46133
1978760,16558
1042670,29724
2457540,6197
1862940,25830
373970,10423
377260,12843
377460,19175
378690,38264
867400,31107
1931940,77
1931940,47003
1212100,36810
2130000,6828
1919720,31879
1479810,32741
1284130,25203
1284130,1174
1035750,20126
2889660,24100
2057770,6295
898160,7204
2510810,16862
668320,8735
965890,49429
889080,4010
605990,15169
1015790,20984
1803390,20884
2593450,40022
1377540,18538
912370,31580
874040,17767
874040,29724
448070,34302
566190,19930
761350,16614
1399240,34380
263320,8609
1475850,27189
582560,15115
289760,32446
2722270,34706
966630,32128
603100,5936
1196080,30205
2216040,26576
1028930,21655
2716120,29057
3447410,32643
200960,37251
590280,8325
294590,33396
294590,12276
2663950,23513
1280300,41265
875740,12036
813700,43983
589320,41099
2635750,18297
332490,26921
320540,25868
42850,30027
1585700,12460
931310,950
811870,13694
261680,23833
746910,19783
1918970,11047
394600,18432
492270,6982
1556490,46577
2835110,24073
375120,9302
499890,24316
1298480,1676
1186220,43090
1337920,505
1338250,10431
606510,14355
311720,14246
431770,26835
46550,25692
2442410,31146
2442410,31147
725100,11181
1742610,17736
427680,44420
427680,24927
248350,28323
369030,24669
386770,16764
46450,35981
786450,24231
2010370,28125
783240,42544
400110,12442
2673490,16863
1335030,15818
936180,20886
2494810,39939
537430,18381
2420330,42447
260930,36265
265950,43780
1637670,24874
567060,21210
1546930,11530
1007840,34451
1111940,19722
926540,32466
2264090,159
3099730,40150
443860,42542
489560,14441
804730,17066
1932230,2251
979260,25883
2794770,43552
2794770,34673
2413050,33463
2616430,11960
1618290,26151
496640,34302
2456860,12548
2456860,6785
882250,10182
730840,15987
249360,35206
1495860,43848
1571190,13713
497860,47522
3462980,11603
1502990,20886
1491640,25131
294040,42499
1909810,24644
1909810,43755
567580,34302
2652000,19722
3068430,538
1516750,42672
2009720,38682
400160,7946
705290,29724
338800,12276
974950,12719
384960,330
515020,13536
1978330,582
1978330,24608
1528550,31146
1528550,803
1528550,31147
2739620,35968
1151740,47440
1771380,12084
499620,15683
496190,21524
1013540,34036
485860,3559
2492290,32825
1469370,26092
218510,41013
1620290,1478
438180,3931
1065020,26515
370460,2802
2248330,19873
1617030,43755
2336180,8580
824830,44420
505060,17294
2404110,23513
1864080,5155
1234400,44785
3096620,12308
1301950,24070
2205750,24647
2511030,23517
1058710,26663
622770,30638
1266220,18594
290280,32050
1206600,42635
1916890,45764
1240810,19507
579760,36367
608120,26491
1332760,17845
837590,7603
2003050,14655
1134030,31731
318310,7383
1787790,46150
793150,27153
448290,37511
675240,35367
1907720,8841
716260,24116
856880,40662
2165620,14237
2165620,31107
2419900,1618
1292180,45371
1437500,11080
1533680,3342
2109270,16514
2201930,11611
523740,31695
523740,2929
1534180,42681
1007740,49150
263360,30586
534290,1228
540510,6799
384750,38768
1903910,45371
493080,44009
2023050,37944
2194730,14237
2194730,31107
692030,27189
1385880,48724
1953540,14572
2546970,49793
2630020,28716
298560,30964
552160,21493
2821890,11660
914170,26161
262850,36367
2224610,13460
1491200,16251
737520,18134
283560,1478
486510,29827
1781260,17863
2701210,6437
1496590,21299
1595710,37041
644640,1742
1921780,21006
2521630,16018
2521630,18915
573170,9468
504390,28410
536040,3552
1392340,1618
971160,45135
2506580,32027
1822060,46124
352240,10915
841350,41134
2172510,23517
647740,1617
1528860,1304
1348180,28716
1178210,36500
1346010,27189
217120,37410
1065520,1478
1431240,30252
1215270,4637
1215270,8245
3044550,39086
2376540,15624
2877540,40477
1740680,35847
1120370,44984
1135260,44022
1187940,29767
1217410,49025
1515890,47315
883080,8965
414550,10520
2647060,6530
2777230,26352
2840250,32388
809310,1999
295250,8841
739130,22715
670750,7977
297470,28392
1115450,25314
2991400,20984
206760,31566
1262190,38218
1262190,38070
558450,11868
441280,42419
715580,35367
1901340,23517
1383770,41845
1620720,4376
317850,33236
317850,13390
317850,13389
1341160,13671
2564880,2052
1789650,35367
962090,31185
3376760,26352
454070,12403
267360,23664
1299510,27189
406170,37871
499460,34302
2497280,23517
1768780,30694
207430,9800
551700,11228
904360,28104
485730,5014
2360020,39291
344190,39097
458590,17051
611300,41118
2767520,3794
1455590,19885
1459910,25651
99700,27810
2432100,35799
907310,32920
259620,30586
1530340,18608
2943150,38090
2184150,31970
1135440,26468
2675630,6974
2140650,27339
2442380,34524
2437040,10324
2686580,13912
2262930,7205
1377550,21684
1269550,40628
2827810,34673
2153770,36108
2701910,16230
1203370,38835
758730,29519
276890,43889
1300600,23207
349250,20893
908050,28266
576430,38472
914290,12403
587470,35266
338060,45445
346630,17434
3126180,22746
344480,16393
1249060,18398
341710,11711
2996090,44609
2381160,9838
444720,20349
626510,26217
2118250,39534
461730,1656
468070,19397
977630,25761
2962750,30603
1996420,18297
336300,35475
344860,22381
3027780,32643
956240,40383
1378040,20984
2635350,16251
2635350,42119
995230,2858
1722870,10605
1018000,20894
371550,28106
399520,8649
700160,16165
1001140,33334
975510,41265
2298300,28409
702110,34524
2230070,11371
1395850,28716
796860,21132
399890,3075
1546280,22868
569810,9339
513490,3705
1599250,16651
2308630,3233
2840480,11080
803830,22722
1125710,758
1286730,692
338820,28162
1880710,41563
1163070,20984
813540,16251
2803280,29739
1983220,16265
559960,28613
3393750,15269
417430,25692
1989990,5932
378800,45643
363090,20886
1658930,28716
1450090,7740
801290,33054
1111930,6668
905490,22271
922100,2993
2679690,46453
1501410,29390
402890,6913
1554220,29873
431750,635
279260,29583
823610,17605
41740,18547
41740,45731
41740,42985
41740,28282
3138780,9690
3138780,17306
1503280,25300
1503280,34832
2317820,21233
377520,36500
334030,35582
211180,39778
757180,22204
622870,2165
403830,4466
42210,17337
2142840,34516
2234150,9199
650110,6365
742490,17947
267900,2802
1771360,9224
2424650,10856
752470,29724
413170,16326
608510,35346
860860,7527
1996500,46003
989790,13130
1152310,20886
1359470,18247
893790,6577
619700,39291
424780,18776
655740,7429
3196540,11755
600460,45014
600460,11407
1586700,25692
1886830,41771
1611580,4899
525920,13927
622460,11137
3382300,26589
1416960,1676
501760,21383
314320,46352
446120,28028
1309620,32749
1219590,16817
585180,29235
1172900,41888
1785980,31107
754620,20930
631830,8562
905690,38562
397160,38695
1461910,46228
2208530,3185
1026400,42759
1259380,37940
681330,10056
1851330,15246
1031110,47722
1061730,34385
2689120,5542
2689120,21737
2052040,14552
982220,18834
1010600,38985
1010600,14421
2933180,48974
658600,39807
718790,14700
414510,30586
454890,29909
730430,38924
2000770,45371
821670,47939
1248800,15269
2230820,1824
21030,43472
512890,16090
1349830,23931
488300,25204
2677640,25887
1605320,11602
727910,19186
238930,26595
1502230,15006
1322650,31368
1920100,2002
1920100,42097
859150,41771
827640,21861
488430,14356
1889740,27723
1964200,29724
1422430,18134
3351670,20636
337350,25517
214630,3193
603020,31799
1362560,26603
46460,28477
754350,49102
600610,42635
1895860,27013
1419750,20984
771420,13246
238910,2846
500670,32763
1907900,4750
780280,26277
612620,16072
557410,30439
584370,21713
543030,13980
532320,38924
2523250,85
373920,30840
448580,9076
879000,38924
2685360,35366
338320,17360
2662630,4616
548370,21145
1253880,37547
431250,3627
1212410,8928
491470,29724
2215910,6059
1745550,3605
513890,36679
701870,17494
273620,19208
295750,3416
1564110,1060
2376170,16230
438130,35367
1369770,9402
1137450,3201
548340,29544
252710,10889
446990,10210
1031440,35367
396640,9812
377970,25597
345010,13841
556740,34390
599960,39539
1374580,28243
380580,15621
61510,30027
907210,20984
351480,1529
946010,10576
898450,43391
1304350,12178
1318790,6481
830980,27831
1361010,9833
605830,29491
621930,20648
292060,15633
423810,23932
1480370,33939
556860,32677
556860,25872
257120,47855
565170,27810
2496460,40283
2245890,48155
361190,13997
687590,10624
1818180,31305
2175390,21301
1460040,25130
1428820,15778
263880,38938
243020,37393
710710,31033
3211680,6201
2747550,17360
949200,18561
395620,23664
343070,1478
2000150,45636
1561040,16018
1561040,18915
747910,21366
1250440,38693
741590,17880
1058140,20893
2285820,46384
964040,36670
363530,28833
458830,7300
771810,47306
415850,44649
292630,20908
2403430,1270
218740,25761
864540,12227
864540,25692
1016770,3201
399600,44039
399600,46582
1129570,41007
356250,721
1586290,39744
1586290,25477
2916770,40975
2795860,23472
1594090,44794
2781750,19518
606370,37393
994020,9190
868150,10568
2743030,35459
375130,18010
3042680,36569
211120,37542
1330190,40724
742170,42953
438430,25852
2014620,25056
1909270,24648
1909270,29967
1909270,24649
2726870,31370
2605640,3449
750170,22392
2913040,24261
3091390,571
319450,14295
319450,25693
595790,8779
1469620,25076
365050,37731
448020,16833
2213300,10889
2213300,15269
2279330,8987
1594400,3587
2709940,546
809870,25203
289400,14472
1559430,647
895200,40392
912450,37257
1114090,10108
1457510,7740
2387110,10431
1322290,42419
1354760,24644
1035660,34285
285820,32503
739980,43121
2166140,20984
43600,17337
292620,14509
651490,13359
2398550,36287
2519560,20118
105300,24660
2403000,35679
781810,8562
331650,38924
1966220,41952
2951520,26848
1546440,35220
2960560,17576
877850,41260
330990,3075
470740,10129
904520,2915
999660,34524
517720,12352
658970,16067
2350020,11647
760330,45521
256030,21049
1126190,10635
1126190,27926
1426110,35317
596240,4765
928390,41114
1162280,21954
1170610,40682
562470,34533
374060,10512
2885610,43742
1477770,34781
1477770,3714
1150730,33262
2717010,32107
2917030,44879
1580150,46957
1782670,41386
1458560,28394
1040730,1478
590910,48471
1587090,32643
3098470,29125
909380,49078
2272050,46880
1276470,2883
576810,43046
941480,34875
512300,25480
1181000,43391
1851730,37944
389220,1972
402120,5798
396030,23645
600720,41792
1131900,36954
1508750,49022
1508750,34533
1856480,35799
951820,44235
95900,15293
3010070,19685
1736290,25203
497800,43156
1876730,49055
1491170,275
2704930,45067
3036480,1955
1237610,10942
466870,43029
1592540,9035
2715370,48522
1379970,37312
1742470,31146
1742470,803
1742470,31147
403700,1371
403700,10047
1481780,7696
2281940,24408
2001340,8886
1755580,19722
2651460,31146
2651460,31147
316260,10635
1361860,6709
1405440,41041
410820,2846
429610,3075
2461430,3937
1008860,25688
3024830,35279
603010,45039
415300,18594
364690,26833
1251300,903
1326000,43983
951670,22206
792570,22743
1245780,26493
364910,5014
61600,35315
1453600,36891
1453600,46582
741250,29724
975350,22024
717610,2215
1650550,18429
2710950,22949
1633370,25688
587580,16426
1908870,4553
223730,2500
2657850,47617
1547860,46579
649580,10413
252830,16975
593030,36500
2152990,43905
440550,16165
685680,43983
1592360,23089
400030,46087
680590,41689
680590,46582
1584810,14758
211440,36626
1012730,49244
2744150,24977
2744150,22095
2330360,33398
269370,17611
1619220,44334
438920,5569
2189640,47579
1646580,13233
545050,35400
301560,31201
852300,13767
980830,1670
1015920,1676
1884990,16712
1928540,36517
1460540,8738
2871930,36753
636570,20886
1568620,29994
498660,34302
1698220,25203
283600,1478
704230,13927
2717570,23513
568750,49167
2259210,32741
594490,22624
724350,23386
566530,2085
46290,14472
1320950,42794
1585540,20984
589770,466
341730,19250
1847150,30573
771310,16193
844670,38218
844670,38070
856130,27283
684680,28484
693580,29497
2321460,85
555400,8695
1297790,228
724490,34742
986220,20311
655480,5719
459940,33015
211010,35950
2412490,20686
686440,24055
2647820,28986
1694560,1294
1380650,8432
2657310,20793
2657310,45295
2657310,27128
1054340,26592
917290,42842
410840,12096
474030,24695
474030,9470
485900,16409
759440,32294
2499420,12693
585080,27189
854250,20396
2582660,20984
301980,10635
1229020,32749
1311640,28645
1547380,508
2627570,47693
1422650,49144
3107880,39798
403410,3686
306630,36500
1407210,33722
826480,18370
485950,21511
1487680,20175
2378910,39947
501990,1298
1460750,47118
449250,17075
2288070,38820
407780,13030
2947250,16862
343090,20632
1737070,48711
2342980,25494
1389260,10431
485870,20737
2283780,43899
1323620,31321
237550,42003
861930,39136
359940,16603
2229830,11960
1156000,37912
613270,8232
508170,13997
403940,47855
664090,42489
611180,23040
611180,8826
721180,37352
375440,41145
617850,14052
1509420,8627
248290,13475
873270,31273
873270,36404
3016760,27133
544310,21553
544310,40657
325730,36388
310110,42047
582890,1695
389250,14472
2010250,49833
1907170,47006
3002620,43030
1309990,18711
1309990,17379
1309990,31107
297760,36500
936190,20886
2435180,48272
1301220,19922
481190,20150
1205480,38924
391170,31201
1780370,46190
2191480,21006
2246120,45075
411760,11286
214910,15293
513330,47855
1913420,49141
1913420,23513
1737690,16176
1056970,4616
660920,30655
750200,5814
750200,15104
2670920,46870
355400,22157
1993910,26112
2027530,47284
355520,7294
2322180,28920
1343620,3530
956580,20392
2908950,34781
946660,23418
1385780,30008
2125420,45453
1584840,20516
1489410,35367
2247570,32741
2247570,275
2693460,20686
1334840,48883
1334840,46469
211900,18695
366640,13927
1265230,30447
2506820,44265
1587710,5687
639270,19453
447170,10763
644550,49167
460160,14355
677450,16251
828580,35367
1147500,49167
412310,14229
915230,9339
1739070,1318
1621990,505
447800,14347
1208520,2436
1597720,9280
1403310,38389
1059880,32709
1059880,25486
873220,33463
2490790,21880
2553960,816
1330890,2701
1404660,25304
951530,35950
1946430,48554
3044030,17710
931700,19803
39110,37393
949600,5432
822990,7712
290040,33366
416790,1676
1008510,7804
404820,34891
230650,13633
234490,10512
1961160,10288
796290,17465
2083840,40748
521950,42757
2176570,24648
2176570,24649
352780,29724
1309820,36873
224040,44472
650780,35190
2275560,39154
313400,29724
370070,2325
2234020,31239
1373320,46796
564010,13196
266290,34451
1887020,34989
304690,22369
547900,36834
1218520,27429
1279260,20984
335190,14421
3050630,25413
873200,30907
622040,12706
1155830,25380
252270,33804
252270,11792
1481970,34054
1384620,11448
556640,42895
482390,5603
826540,2380
541930,39503
1403440,42635
1403440,47855
346970,40079
1400870,23800
704640,39018
2876250,49500
2761510,9842
2077750,8027
