appid,publisher_id
2012510,14359
67370,267
2786680,49542
15620,33236
15620,13391
973230,20410
298050,43462
1537830,15246
1205520,44472
234080,20894
1121560,20886
1594940,34672
539470,18221
351970,3686
610080,21713
422970,36978
40300,38924
1097430,48575
2446550,3193
704450,4292
395170,20091
503940,21048
1469280,18221
319910,14414
272510,3686
886250,40189
290300,10898
1282590,10943
1509510,15891
1241700,11075
1129540,8605
1129540,24648
1227530,9339
1458100,37376
1962660,1298
531640,10605
468920,41838
362620,8206
1272160,85
558100,15100
597760,27494
1535560,29173
226840,30027
204030,44472
1148590,4616
371970,41492
1911610,26564
1911610,21298
674500,505
236690,27189
734750,13673
237870,30124
1343240,39587
557180,24526
96100,13634
1184050,44472
382490,1676
2015270,21575
1199030,3530
2368470,10288
1116960,42495
567630,44607
532110,34205
258520,39913
285310,3300
619150,23645
588030,2103
1970580,31550
1970580,18915
807120,9339
276810,27189
501590,15502
1000360,21874
311260,38924
24720,11960
1574820,25203
647830,43473
647830,13390
269770,30821
239200,14277
690530,7388
728530,3686
728530,49136
648100,20813
268130,38591
202750,33249
1250760,16313
404410,25659
1997680,27960
2458530,16862
1261040,7257
41000,10324
1202540,35799
208140,34385
765410,16694
1293160,5244
1293160,26969
1342330,11852
1150080,18594
1146630,40846
816340,19337
742120,37393
1064610,28645
212800,43039
562010,1001
20,42461
1812820,14443
730310,20886
1172450,18134
1172450,44352
1179080,27664
768200,25480
768200,25203
648390,46841
272060,35425
250180,34524
316790,10906
263060,18921
544550,33812
2144740,505
1203630,43315
1203630,29724
70400,6827
1274290,41383
258970,43219
473950,43918
1161170,15269
1624540,2511
970830,9923
970830,11488
702050,19518
702050,20985
644830,13927
1335790,7669
562220,32128
2698940,41792
321960,41792
674140,44908
1275890,4205
450390,42461
102600,33746
1497440,2511
2920570,37983
799640,46911
453090,39861
1881700,22746
1009560,14395
1220010,37282
825630,37257
