appid,developer_id
1015800,3886
954280,18897
2837600,27280
1607670,14833
2055540,12393
465840,41869
465840,13376
1773320,6961
63110,55221
330420,34946
898000,6191
307010,39534
2741490,19542
2741490,23449
2741490,49328
2846060,47846
873980,11176
1280080,47421
1094660,56200
1172520,31810
352070,50985
888630,29033
1939940,31855
1852830,52826
2527450,8811
576400,33574
1291170,21894
498570,12676
2516920,36454
674580,52602
2229570,35139
464080,23016
546900,46736
2551690,37465
1524790,24789
2600640,39865
556340,16592
556340,30015
528820,4105
1152950,2761
320330,2398
1992640,4426
2889280,29106
1484620,16454
2144350,39160
324470,38385
297720,37246
1404190,8007
1149710,99
213350,35991
789620,14988
622270,49382
1433550,6384
1059230,52451
2278630,57175
2278630,35747
467000,4057
2367650,41141
1647940,33574
2666840,34743
731650,30406
1733110,26028
1049850,8717
542340,45406
293340,56184
366960,50509
1967100,44837
2223740,6305
2219180,28281
2288660,17748
603700,53573
1847120,36279
450110,20064
2214000,38831
821320,49721
2308670,59554
816590,59344
444130,19989
444130,14071
1178130,59619
533850,28539
913780,12507
311910,8183
1491650,47936
1646030,31801
1452070,10742
331880,37848
381890,7346
1393570,49485
1536210,852
3115510,36473
1450330,1419
658530,17507
1782600,25800
555630,56167
795760,7465
2315020,24525
2315020,41588
2968170,39169
977640,55188
779050,18555
411880,35458
411880,24395
411880,58516
2271530,51575
1629100,595
1629100,32560
1266340,6124
2170370,19972
1220900,826
1679010,44089
622420,31024
42230,20912
819230,20909
520910,55886
520910,51323
662190,46583
1990900,58751
1543240,19556
691630,42505
1477570,22941
1247190,7040
581520,53151
216130,8087
1306780,27764
2452850,19222
1631240,44174
461210,50815
1745790,57094
1745790,33391
348700,31685
1442300,34718
2018230,16378
1451110,40844
2456280,55463
1551520,3107
776890,18576
801750,3821
2775110,35129
295630,3790
491650,36408
1311570,53381
1222210,42692
3028730,40379
1515320,16122
854870,49375
854870,49374
1132880,17377
1285210,25706
584890,22736
498600,31220
252730,23669
1037960,5963
751060,25196
479100,3289
572730,20912
1172090,8595
1918700,53971
344630,29487
1369400,32581
3057180,38837
551080,31557
693960,21684
2108180,4140
1024980,2058
1024980,50139
1024980,20112
2289960,53840
1229420,40423
322970,36740
3240540,58058
1758920,37297
989580,28159
3042480,5172
262590,34059
654220,40476
3042720,10316
2992200,48048
425770,36936
2581750,48536
1548940,47897
414950,21920
616620,16748
1929670,3502
2470130,8795
1457550,18031
1631090,34365
1154090,10766
1425130,15906
1342630,18204
593330,2209
951860,43631
2624740,41165
1506230,26139
863490,34782
2333420,55967
1151130,47448
637050,8784
771410,30824
578800,37150
3177120,57200
3177120,46802
2467190,46980
727640,53766
1539780,10826
896030,27507
896030,53831
2957670,28710
3034600,1689
1569810,17358
2261240,11772
329040,21936
1755300,50254
1738520,26276
1422260,48538
823840,38560
393790,41797
1063530,36499
1063530,50314
1063530,8330
1893370,11382
345080,27410
1570510,14255
1570510,38191
2710660,41165
811270,13783
592730,12645
2668910,52790
968820,45045
2989860,14764
1186260,29323
620700,280
1294060,372
771250,24982
340800,23089
1480960,38466
2278010,767
942600,23859
348910,46408
2797420,37297
2472550,32427
846730,14568
2414550,4659
313140,47016
299780,19213
1703610,56568
1703610,50180
739720,28157
1902650,50039
640970,40765
1028130,35489
1994010,60007
2378460,25885
2624950,25684
2749270,47896
352010,12725
3173130,54903
1447350,20204
1447350,19123
3048500,58980
2422210,31410
2367560,47463
1337590,48613
43500,39907
331980,19305
648050,55622
1611420,483
1327020,58632
1315680,49235
1004860,46583
305780,55319
1383720,47396
3125050,13036
291030,53174
1389840,40735
589860,34368
1457740,15225
3034720,35502
946650,42859
946650,39702
2889290,29106
377480,45888
485310,22711
2797440,14318
570000,50429
320670,50576
2020500,58987
350500,32827
1198760,11674
1912340,27106
2016080,51392
535490,54827
617710,39170
528510,53501
528510,11113
1240450,17382
1172830,33776
275350,35765
635670,49519
1259460,7418
880380,35922
880380,31826
613590,25526
3349800,3317
397990,15988
3080920,59313
1549850,26563
913890,7717
950360,4737
2525680,24
2228030,20937
1613580,56310
672710,38819
1151320,19153
1151320,24529
1151320,51804
1151320,2941
976700,30875
1870140,11246
1870140,41881
3072640,56271
523770,8192
1540060,42929
1459360,4023
976410,37050
1039830,21585
2983250,51161
875240,36393
1265300,51671
2951340,25885
369890,11565
673300,43906
826010,44466
1292700,47045
353630,10311
1512390,46114
895140,31017
1063190,58632
528120,15881
1643100,42051
1367320,45981
297450,43296
486460,1322
760810,47834
522240,40289
3451290,37003
1513420,34477
50990,5752
1765150,43462
1000830,8801
1000830,49491
724430,39326
2352040,16251
2744230,29476
603400,6747
603400,22696
286300,16687
2497430,59368
644670,57202
2905090,7560
692930,12866
513930,23470
2474940,11772
1422940,24507
1250250,29213
1359920,11830
1359920,19924
366380,9301
2979650,51342
1930920,21541
798590,40093
884550,51971
856210,26265
1009750,12705
657040,46583
2256790,35140
205060,18199
434190,39852
532920,9755
532920,42790
532920,52643
532920,24051
1157640,53151
763710,3469
3063050,22224
657990,16430
1209450,33648
3028440,21275
988980,44466
609420,30483
609420,47568
1403280,35049
2652480,1876
803150,49614
537520,44226
1951940,56276
1333560,32513
1588410,14243
537140,15635
337290,19297
630550,911
2241020,11733
2436280,44184
1933450,18495
2336730,49679
560720,44177
474980,35260
1647730,46486
376140,43763
376140,52575
1936360,18953
941300,40579
941300,58533
1118880,55696
467850,40480
866010,31788
664290,22371
1648300,43899
1554640,44784
2830720,17357
631660,22560
1553390,16995
206610,39886
473920,55159
699770,20151
1006930,32955
1482060,45761
496930,5805
2150870,26823
1787760,33909
1787760,20098
1590850,5557
211360,26850
1907180,59242
1054690,6213
704000,2364
575700,31557
2716540,48413
1122780,31641
1860760,42038
350780,17307
1136020,41007
1485350,38125
2410690,10675
458600,26824
458600,2849
458600,57498
375220,57127
397940,44434
1446320,54158
2597590,41165
352610,55696
358390,386
843720,45637
500580,15084
2333240,30264
1772050,44853
628140,25466
2015700,58742
2679200,50292
1053170,43559
317060,18377
317060,40359
42810,10666
2572340,42727
2472390,29134
243160,50950
428100,15412
1635980,59606
545960,6846
2735510,35013
354740,11517
552780,52124
2836290,17991
554330,36622
954080,45816
1919350,42389
1919350,23151
1919350,24539
1159540,13715
3174070,25658
1569650,47211
854770,39326
353070,2710
1300270,58252
1224030,16060
485800,34712
1428610,50254
554750,4413
2641490,12169
1064130,53151
942510,5759
915130,28506
382330,2167
1507410,36871
1436920,32211
1510630,6745
590670,53206
1340120,21616
1360620,10391
1882580,45335
1029240,8653
700570,4520
1209990,58771
522880,29254
522880,571
1223020,58866
546700,38913
546700,31396
546700,12464
546700,6660
546700,3792
546700,3860
796360,44466
1027120,18006
3194310,46694
3121470,55719
2542860,14920
1157620,31513
986310,37172
2007710,33084
572000,3339
2717750,33545
2169800,59705
1138910,16415
577740,20982
690560,29796
1893800,8473
2705370,482
2649190,5181
2649190,27405
1003010,35634
749850,49808
2752530,9589
508180,14131
1391690,36291
1768880,33001
703620,45124
919220,6281
2884190,38957
339640,9438
3022740,51291
1571220,7661
2236860,55678
1617900,3473
2909170,8841
1397240,27321
713540,2179
2806230,1885
708680,48955
1015480,30124
1015480,51248
366270,41869
366270,13376
1453940,4389
286380,19705
1112620,36873
1058280,18468
540060,18405
2649230,26901
1277210,29261
277470,2027
1549060,32002
978960,45976
1564540,13942
1564540,30260
1564540,42801
373650,56772
512560,21438
982400,27892
982400,33519
2229680,35139
3048660,50261
1915340,39295
1449330,59383
386650,19301
818500,11863
1515490,1451
1412580,47432
2853840,52937
1169020,11843
2854170,31673
57700,30945
2416880,53242
1460290,1799
1993450,4160
2353910,58440
840060,10262
868380,8148
748890,9005
514700,5752
1120400,12484
895060,40562
1961790,31113
3122530,38766
2299040,7865
563750,1741
1551160,5173
1894720,21449
342990,21743
1528570,28395
280850,10455
399130,4373
1521810,49339
992050,10488
644710,306
2564460,43608
2765860,46404
3160400,8494
796940,3597
2597580,41165
800120,34089
2757520,44198
1364690,36976
2856370,49313
268200,22953
292200,16496
1545290,41882
2525810,46036
2525810,59221
637860,28494
1866430,34289
1866430,15021
1252400,51422
1921740,35008
46520,35134
3012510,57449
611860,16960
1479030,41826
1479030,2709
539660,38717
1349970,11798
1515460,1349
2995480,48048
923840,1631
717850,54748
867660,14171
294680,21850
518670,16633
330770,47480
1482700,28936
1235100,8460
707710,37852
97120,49220
1851610,26136
2963510,8583
975000,57016
2173760,49895
1920400,21866
338530,8798
46280,53538
1422410,34810
312300,9005
1361670,1729
1361670,41211
786410,6910
786410,24484
985400,54294
535690,3889
2113770,51943
987240,44752
2342150,9236
488950,50607
285520,47548
1551510,34338
661960,15973
1640160,47021
1640160,29212
496340,34491
498190,7464
2164080,50412
386930,6234
2054690,38213
2702490,57461
2857560,20270
1229260,33003
1454490,5645
603130,17388
404050,19516
1145130,58624
1134180,10488
2324940,27548
2324940,1754
2324940,42819
2324940,30527
2324940,1948
2324940,30739
2324940,14880
1132690,9290
347440,4732
898980,22257
898980,31006
898980,30804
691790,50297
890520,57747
574270,53428
279900,52440
92900,1428
2093610,110
380660,19950
742700,26173
2878720,40933
2707390,47944
946780,14027
2158240,35403
2158240,35404
1555910,12449
1449230,43766
313980,11036
822830,43631
1478350,41555
415400,10830
712010,37029
540780,18405
384280,22341
446540,34491
769550,29771
1509060,52431
1509060,40876
1509060,35894
1509060,30718
615020,9962
1485120,10914
1907380,14036
1912420,45956
970800,45654
970800,9270
1420580,35508
976920,42218
976920,47633
572620,30917
286750,15053
715680,18265
1154670,19938
1154670,50049
1154670,49495
3062970,23519
3106530,14098
434610,16275
1753790,6762
2864210,54944
1905980,17359
2786100,58411
562480,17507
1988190,38342
1608680,25863
835700,32910
1318970,54605
2328450,12034
553760,2885
3374700,43710
1010240,45608
945680,40096
1584300,45969
1500650,10866
387060,9201
339570,49517
549760,29812
379420,13157
379420,2278
3224610,58865
2217840,4657
1642620,45310
1642620,39329
327950,31437
448560,956
3336960,53357
1002850,2751
1877710,12503
1877710,2969
1006220,55362
3028600,48048
2370660,56836
205870,9285
2732500,28666
935570,55687
935570,16687
1054660,5092
269010,45157
332400,2027
1205140,5749
2126870,15345
567140,10478
2443770,34536
273030,10842
885650,46312
2963230,26729
2420520,15110
1979460,58099
428430,35308
2668170,5025
302180,31442
448570,9499
1033810,17854
252070,673
575580,26494
510680,46154
1048570,46233
298280,37053
327310,53361
1890740,45310
1846020,51560
1448310,53081
751340,41757
1426530,43928
205690,6991
2346580,57175
2346580,22248
514240,12246
1264920,22729
1513120,48840
1194050,47907
2415240,48524
1039280,25961
367080,53248
1345470,16148
687850,50963
444350,11505
1552310,26565
1754150,6762
612740,40624
1265850,44625
2372330,54714
3059750,55161
392410,21348
616610,19124
202730,20841
1211120,56202
1401150,36393
2507630,24999
229810,16207
2399060,12316
2894980,11114
1235830,11144
332250,4229
1065070,22610
359650,23051
1929420,52945
1641890,32550
1051950,51539
255940,50013
1145570,35802
564160,54959
564160,11852
1045340,10855
385150,11275
385150,21279
2286790,19493
1787120,59208
713160,1696
2512830,4997
2512830,4995
1056510,11279
1267810,46353
1267810,17274
1267810,7222
683280,22372
1482830,52939
2331170,25821
2331170,12020
539750,40856
1764050,48166
473520,34825
536660,4163
2132430,34445
1778590,35624
670490,11831
2812610,58595
1885540,27436
2408920,43890
3374390,45203
2451320,22685
579120,38762
1417000,52093
895480,681
416550,24601
1433860,26354
1433860,25060
531530,26609
1037990,18544
764510,51604
760800,10959
453790,20867
896960,9445
3356310,28703
668770,46527
1394340,7669
629030,22371
458030,8400
458030,13789
3034400,48048
3064950,27621
3064950,21653
552140,26566
815210,39292
1897110,52020
531200,25841
1892790,32150
404640,46539
980640,38052
628030,25466
2913660,50924
2328740,22667
1114830,53130
1153830,51750
3027160,48048
1201760,47972
666310,37369
386700,51593
1299420,59123
1851390,44620
1178150,19998
1036120,41619
1061490,31513
2787050,48766
1182040,23859
1924990,58209
1047830,49797
662240,15161
610660,27436
1209750,49255
1209750,24938
1963360,19811
1569180,12571
2886470,51334
703310,22490
333260,7084
2738900,18777
1557410,38946
283820,41805
961510,60023
331450,26422
365580,23411
2636020,47984
3000120,20284
2973950,24486
537000,29817
3333890,36347
962380,10919
1193990,32947
648750,17680
251490,23375
444580,7586
932980,4413
426050,45301
1489010,14056
508740,42411
529420,3463
1599860,30549
663210,24322
663210,54886
2425290,30131
1014880,46439
1865010,59530
1884570,4349
564210,40557
1051960,24648
1867740,58198
1523990,9005
3036380,48346
638930,9308
456810,17071
467370,17160
2812820,36494
1509780,4140
454160,3631
606490,53242
2727440,41165
1363490,15866
794240,38955
2914470,18649
2889120,27869
2597880,24980
1276100,2968
2120320,21688
1027620,55696
2007010,7180
229890,21066
838510,56574
2617800,35521
425240,8808
679190,49614
3017110,3962
362780,41685
594720,43777
2321770,32965
1960830,4483
2879480,29106
639470,6729
846670,21496
1495420,58188
108110,28230
1253680,50819
2215690,34806
2146180,21452
1302590,52871
302970,21225
2005050,39953
1173350,37770
2758290,11296
357650,16413
596620,18492
914140,40562
432370,13859
1984610,45408
1597040,11530
1544570,53959
1544570,1628
701420,26775
721390,10089
1631850,52826
2367580,45647
572050,1442
687630,56710
3075800,3884
1305820,35662
1356800,46115
2991740,48048
358290,32354
2535420,35249
302210,4071
453850,27580
456170,3706
1659400,5665
1659400,14209
850330,6096
1391450,44868
1391450,31035
1391450,30087
2666230,54883
2529510,17924
515470,10972
1430240,14898
1430240,39766
1430240,1944
1430240,20882
1430240,14737
1430240,25093
1430240,52717
1430240,40640
592660,345
2987860,20414
1270100,58846
1141320,44372
1423780,10140
363410,33566
844390,19791
970600,20953
1231150,2951
2666350,52989
1937720,39904
1761260,15732
376570,8228
282860,30505
1918530,25609
2715060,51992
1483100,45571
3265280,19558
1856930,11662
1856930,51989
1856930,9172
1856930,30353
1856930,27342
1856930,19501
3473160,29878
1578960,51100
443020,14625
941850,36674
569720,45032
2516590,58258
3112280,36646
1529550,49082
1054700,22643
2539910,16397
1119800,44625
1119800,49539
758100,38127
2489990,44997
729030,1863
3447690,47293
595420,35922
595420,31826
2492600,37965
1154720,36858
412290,56647
434740,27909
468050,5742
1424860,7705
921530,5416
1569470,51732
3013700,36051
1620040,4973
418150,5099
2550480,38882
570950,50151
1333490,32643
446330,21688
541380,41327
1934910,38717
555320,42211
1215950,35197
549170,48360
1628750,5171
1036910,26708
447180,13209
2757250,18892
3125120,25242
2120070,23004
2424740,58894
244890,10813
244890,17786
1372210,31080
1113780,10056
2277090,8060
1083500,41090
385490,23368
893500,48085
351300,25289
2588610,39169
258240,28115
1170200,8123
942010,15809
3095170,32633
683930,9350
1486950,31033
1588760,4144
2852930,47258
756360,11896
386560,4949
3138570,6013
2164490,53120
859180,27648
3047430,51142
2181640,58776
292660,19404
2124570,14195
2831910,28842
1287130,34986
558870,40745
1273750,46399
2621420,57589
3334400,45453
109500,37649
1874660,59009
2746910,26831
643900,39336
1131810,7303
2207230,55513
853240,5783
345620,17507
2233770,23647
2143050,41134
1053250,10488
1955110,58118
415180,26016
2312770,25646
3048280,40319
2019950,56486
921900,15320
1195420,37111
1195420,28329
1945260,57989
1767840,3077
570710,23164
1975340,54071
821390,37029
837350,20843
2269750,60088
1572990,43659
368080,26293
1969960,58512
656450,43641
557030,49166
297290,33639
1694290,18105
2735690,52220
1860120,48107
1034750,31273
967410,28208
2676180,45910
1641830,4413
291770,11843
897040,34148
520990,43216
2955820,37808
2536650,20185
2536650,30915
228440,336
2531950,49954
1185680,38689
2844500,13038
353980,12254
1592170,44576
1403740,1987
2287710,8838
463180,21200
1924180,19036
1209910,23026
1878720,20228
1064660,51832
653940,42705
1638330,47021
1638330,29213
610940,32035
2425920,27891
2425920,27045
292260,21850
1004210,41465
615180,17581
874400,39326
2845840,2156
528250,11176
495700,43632
400470,35371
1892700,34338
3225260,10486
337210,56240
344340,44652
326590,9273
1418360,35252
1918130,32224
411120,24322
2144220,58203
1424350,13216
1424350,7106
2769210,15134
1871480,43949
342450,20582
434680,12838
3077670,17554
2371130,10157
705710,39326
448610,149
579230,46917
2287990,40143
1204720,42288
820900,37945
820900,45515
1551570,1345
3111680,31222
729720,18387
3428620,30776
610840,45564
1489590,13914
509770,2600
416250,3340
709450,9918
1391250,34786
1391250,52984
1127390,22211
1576130,56110
1576130,57175
1878810,26019
1878810,32027
1878810,38777
1878810,26745
1878810,32620
1878810,3114
557580,34590
2508210,1565
2508210,54982
2508210,34663
317530,5781
1453790,42990
1035890,18468
499910,19607
1877160,51745
2630030,43190
337040,42705
559070,28785
886730,55642
397750,10732
1945990,33562
1118070,23368
451960,51156
3072880,26274
372350,48442
2725700,28703
311080,29248
915200,8113
915200,11859
2995500,48048
3068580,22183
2995550,48048
457490,1709
279990,9460
1257310,22023
1273690,33258
1132720,42752
366510,20548
539290,42419
292820,21850
378580,34912
1528540,3887
3282670,37808
3200130,41864
3200130,9680
3007660,44758
1510860,34268
1546940,19298
978870,36626
1430640,29519
2429760,41535
281840,6677
1441570,43733
449510,392
549160,48360
1131960,20037
1575300,52854
1918540,25609
386990,55696
492180,5428
311860,33800
1306790,7919
740550,22372
740550,38308
777150,25557
2810580,25219
1870700,7592
2168760,47963
744980,49982
865980,42361
392260,45092
2668160,5025
640210,23555
1857650,12657
759000,26882
498470,30613
2800520,29106
868080,21728
1204230,15570
786680,49230
1294220,14983
670930,55832
1452540,43927
2888360,35139
1450650,32322
2298610,9429
1157960,6223
3023610,17892
2730890,32848
2478730,28456
727180,58638
2274430,20971
1630910,55530
2286450,22417
623920,45095
2732490,28666
2285650,41881
577710,32357
206250,46946
578590,23264
510590,52270
546200,10478
416240,20697
1753490,57932
1331590,42354
214150,45490
2724540,176
1258190,22211
675610,29254
535700,55289
1451650,16014
1386790,10514
1851910,59982
2374190,51119
3172330,35139
2244200,47026
1262640,38673
951570,984
1535780,46584
2129970,9931
977390,36307
1316700,47368
1037940,26078
1395310,24748
1395310,13249
1395310,6714
1395310,55617
1461980,57953
2816940,43277
1888330,42349
1398100,33651
2877340,54733
1036960,59908
511430,3158
560250,12725
529020,9972
348300,34059
1483350,28108
297490,50819
1554550,31801
1839930,37488
841660,21853
923890,16167
1266560,10886
3000030,56781
203560,6786
348430,16100
702210,12796
1264880,48906
1360850,30753
1777830,31479
2346810,23964
2311760,25735
303940,1507
303940,40904
1444090,18192
1444090,12395
1444090,40599
698740,56045
290380,3374
1492080,6867
1864190,30869
2464470,47463
876470,28154
1153540,48886
1532460,564
1382730,52876
1409730,21295
817660,23077
2193420,50768
1923690,25609
1369690,899
2941100,20360
1197590,35525
2430160,28019
1787860,26286
2543650,44888
3147190,23682
372960,27793
422760,28325
1936710,363
539320,41819
539320,25694
2447260,38355
676440,15043
871280,17507
1778270,6822
1778270,4987
1285560,56356
300340,21087
2453920,45817
813650,37860
327390,31437
2182110,40184
706130,18914
1268360,24901
774281,37029
2200380,16555
640090,54246
1446930,29782
359960,46100
3152540,5677
1222750,33778
1639230,53580
325150,47762
2153750,46123
2548070,39315
1260670,53821
1260670,46196
2973500,36537
801120,18946
2714600,52860
377470,45888
490950,25283
2754340,25327
986350,12603
437870,37019
1785940,18714
1184320,4694
2812480,32319
1228360,37717
1294880,50107
416290,10800
2467300,12221
758930,16187
1896900,6027
2190390,5944
2707360,19507
1759130,28062
279540,26089
3172280,35533
1984790,18746
1352200,4693
3139140,9651
649810,1659
1206410,4014
1361180,18815
826100,40076
852790,53143
3030550,48048
844750,16736
1957230,38454
1031700,40273
1216220,29412
370150,24561
560050,35691
368180,46215
562430,17160
2243250,42753
800820,8988
2022780,25081
899290,21924
1847990,37465
331790,33800
454380,37460
51010,5752
892380,6086
575010,49779
2236920,18396
531180,6353
2579840,46507
314330,8227
862390,16945
1585530,2529
787220,49570
787220,30379
2992230,48048
3213090,37808
1364010,52876
333340,38484
333340,32971
2019300,53985
575600,50218
427550,7040
1477940,40238
2356470,2439
207190,55766
1147970,35988
1927140,50385
501970,43629
2947220,17990
2947220,15095
332390,2027
416640,9005
420850,31334
1199660,31113
1242670,8852
3158500,45086
691540,41074
2909250,20302
1770460,41165
1205560,27868
1017520,16396
1017520,38695
1968630,9726
1763190,34142
1763190,4447
1763190,18155
1763190,34230
1763190,6904
1763190,23722
1763190,53167
1763190,2858
1763190,19376
1763190,34410
1763190,12943
3377320,8293
2168150,39472
2341920,46980
2363930,580
383960,12489
1139160,2885
1139160,1483
1990590,9293
2413190,44341
1913740,25475
728870,29954
1956960,237
3379650,54407
270830,40880
246980,22621
867120,47287
723450,39326
1534200,18490
2322380,36144
588290,24884
588290,31583
1392490,25413
1419290,33639
465130,2484
102810,51396
2544760,28162
73060,32483
1195360,40015
1486660,3305
716680,12621
501930,42183
2392280,6388
374380,43023
374380,1732
299150,19404
2469290,8589
1162010,59627
790360,34641
622170,49011
1420080,17843
1420080,32185
2797310,55147
838620,45127
1203970,9905
1140100,16646
1770380,41165
1171820,9005
1573590,40326
867050,46583
2297010,5173
720240,12796
1892140,18372
2427910,25614
2231040,26905
1250060,31832
1167700,59390
1965610,51560
417150,51951
898780,40562
393220,53726
432870,5288
2710970,13848
278810,32082
3032640,48048
264220,47603
822530,3775
406160,35720
945440,46620
1008910,59409
347590,1967
2915950,30264
1508430,10889
2300920,49494
511660,12863
522020,11194
2115610,58539
1620890,21143
2360260,54299
1255660,14859
878420,31241
1277310,47617
3185900,47625
399780,9065
399780,9069
1032830,44683
1419480,8172
1279270,46325
662540,46654
987820,30390
1027130,52867
573780,12738
573780,11565
420210,20245
2369950,13836
1192890,10980
2685240,58624
839740,41918
601380,37229
1842220,53093
2149900,807
2405270,2066
2712910,10263
1005410,52980
1005410,30287
270230,12881
2929170,50504
2929170,15020
1777000,37761
949690,29181
2200410,50778
563760,43742
563760,59888
364810,23051
1170940,45952
1545830,37743
724260,7748
1579660,6278
1197440,23930
441440,51310
459370,9561
546400,52887
1229570,17580
762520,7040
684720,36716
253350,45471
3006900,15110
471630,45646
3034450,32963
1752250,17225
1352680,48985
2986370,6142
3061900,2420
1973110,7975
294570,21850
618050,54456
2328730,32150
80000,6549
1760240,52687
386900,10325
2672900,29172
3056420,32848
1112240,7748
2162900,33519
794550,17425
489260,45895
2721240,35139
3257360,20144
699080,31644
2321350,43427
593530,54856
2877950,17750
1859490,29331
2742750,22073
1234180,13476
1159500,7040
773390,11470
1451230,46436
27050,47415
936530,6108
1803550,38797
2744260,16676
2395550,12920
938310,24322
938310,54886
1958860,14307
1446160,43649
1446160,35937
1446160,14407
778150,56350
1916280,52826
607400,8416
3125890,1339
2991730,48048
2427360,56943
50510,55631
341120,37674
960040,16782
2179520,29491
2507840,34970
1959140,30828
407720,54884
2222200,44625
2222200,49539
610730,19397
1014810,26939
1482340,44133
951940,6749
1848710,3910
1838290,21998
1620750,50129
677790,47765
813300,59666
679520,29254
362860,46028
517000,53151
717990,15018
1144280,56990
1303440,34467
300400,1364
2864830,5817
1501490,2069
2506730,40615
2506730,24091
1023550,9251
1187130,15067
1211960,49699
1211960,43835
3167710,1757
2114970,6520
2114970,9943
792650,16779
1131930,16937
832540,9324
51000,5752
2118540,45941
1270620,4077
1270620,8137
377660,26146
2535670,44625
532290,36520
2280320,37333
3022320,22976
2685810,12792
2708790,40118
1570980,13788
1401400,27050
2387780,58546
1520110,17485
573790,12891
549240,52941
2899890,41881
259640,15955
2869610,54400
2740180,41165
656210,6122
1616280,45317
2264310,7904
1597580,52724
809680,20294
576500,16839
391250,26610
1941840,14307
1432620,49425
1218920,44625
406860,49285
397780,9005
2299660,11530
2834180,5025
957070,38413
1871470,23179
1631670,36145
2605500,57546
590950,44479
351230,1293
377120,34705
263420,44893
1899830,15426
1899830,18159
1899830,24788
1899830,45102
1899830,8323
2051440,44625
894460,43631
2406030,47801
1970160,44730
690370,1706
575940,46533
1527510,40333
2415470,405
3209400,25610
953690,20962
2430700,58856
2430700,58371
740090,53428
237970,8613
1903730,4831
613240,23049
1025200,9899
3272960,29152
819790,53540
2492330,55294
2301790,17805
2301790,25065
2685380,48625
1500180,32524
380550,45722
2009460,3507
2451640,17748
3002850,25466
1447490,42092
3027170,48048
695720,10478
1397470,49074
1234550,48664
773460,45245
3418930,15842
1237870,2282
294730,15053
789730,12002
435840,24474
2802110,37278
1538730,21712
761670,17507
2185030,1358
2013580,11922
2013580,16348
2013580,2832
2013580,1990
2013580,15378
2013580,11638
2013580,2039
415240,48273
503210,50437
503210,25260
1485070,17494
2284260,15436
3032650,48048
3363390,10641
2847250,56099
985650,41721
614960,7946
555310,635
555310,40972
1933640,58702
2219660,24969
1571280,23094
1571280,22522
349440,37591
735570,41727
3169750,59923
865850,7551
429060,11237
2677040,59204
674150,32125
674150,1626
2292010,16113
273960,8087
657470,25081
1231840,819
1231840,3754
3103330,13036
3096550,20833
1005450,42753
433380,49052
350530,51959
1314590,33897
594370,29994
526980,14568
2280060,37125
98900,43641
1980770,19236
2697060,13704
556060,17032
845030,45858
1965800,45287
543100,53438
645820,36804
731180,2883
879050,43576
2889370,27119
817460,1882
1204740,51967
941120,38554
743770,20050
2198030,14862
913600,54710
1486620,29755
1447920,48885
1925040,10143
2350310,1384
495350,16005
1841060,16833
1903640,41864
1903640,9678
758320,53174
1124560,30583
830590,12128
2163450,2339
2280440,1050
2011340,21042
2011340,42452
365560,43399
614460,53816
891790,38547
1367040,52524
726950,22372
726950,9852
2136380,6659
503240,5324
2738050,49807
1609570,51450
2660970,36719
1419100,40739
1328920,55579
2331960,35139
1162470,56334
701900,43847
979310,3341
1148450,35324
1148450,18405
1970020,58533
1965370,50531
1318560,4333
356180,31825
312720,6552
1619330,52826
1144300,56680
1922060,36777
1922060,24603
726000,17624
3357250,38705
2546310,56744
1471910,46164
2645490,37271
1504340,53766
1578990,23314
2838550,9312
504380,54804
1342100,55173
488760,45946
1642610,59285
689700,41601
49330,34306
1753090,10911
330620,36611
1339890,10855
1231950,40954
678890,26327
1381850,45524
545030,18376
1435780,18431
751250,15615
1945060,12844
951480,36459
2943930,44417
318570,49856
416110,6715
900050,35324
900050,18405
2176850,47379
226780,31663
3049460,48211
390880,43777
2295700,26367
2295700,24074
3071740,34287
1903530,28016
1362390,35084
73190,1732
622010,34358
2681180,3540
673660,27436
452340,43907
325060,49427
772180,51579
1408260,4426
2298390,14729
277910,21976
1150620,35091
581600,16736
264320,53244
1986040,15409
2192270,43498
1273110,3384
316080,38037
908060,34491
688540,40012
2569170,20476
1121680,26059
1121680,25090
1121680,43832
1121680,23924
1121680,30381
627820,20582
1639580,546
1413580,10356
592270,12214
2442400,27664
1641730,27071
314560,47496
992860,31932
1202870,42211
601590,5169
3028680,48048
1594130,49496
885950,8907
638130,42225
330470,15750
318690,51798
2057430,52826
1602930,40992
3066910,5025
1490190,42213
1841250,13039
1003750,58858
1131400,45901
576650,35451
371510,41792
1659150,35570
390540,21310
2602780,5968
2797180,59636
2797180,60047
447700,33917
2180000,42318
264560,22785
2560670,35139
431640,24982
494450,13209
1642170,125
1642170,52635
308460,11275
263940,29645
3422160,27090
749540,2496
3367590,36584
2903460,58548
355420,20410
2418290,9343
2262170,54551
1407100,54988
1407100,55878
2505330,58746
2700230,10205
1012900,31513
1175890,37756
661000,10699
2995530,48048
2160470,38999
2746420,28711
1052440,57458
577390,12217
1377430,23262
775760,48040
463160,50784
495980,49763
1016720,53376
2530170,25301
233510,6827
746840,48521
3298870,59847
690620,453
263700,3029
1066290,54305
399420,34144
399420,18161
314250,43906
281430,9872
856990,42913
2008410,4941
2226640,59699
2226640,47638
2589200,12060
675810,1678
1252580,47366
598690,22319
1275540,19520
1563070,48613
1618310,49490
1490980,40544
1490980,23366
313210,47662
2633890,37465
1541710,19017
2326590,22035
1270980,41841
522090,10478
593240,41655
2549380,35324
1489880,47907
949790,5828
