appid,developer_id
1369630,28287
1369630,1547
544810,157
367500,8178
48000,37864
920210,47273
412220,11100
1178830,15978
881020,10935
860510,47555
1562430,6140
690790,9617
1241100,40160
844870,25470
599140,27482
201270,7896
201270,16402
201270,16401
480490,3659
1465360,42103
21690,8178
1533390,3150
555570,17321
360430,20610
360430,3973
666140,36673
2321470,17677
1952120,7693
1364780,7693
244450,12930
3300020,59152
2797000,59665
3291100,58421
667030,54886
3496470,7866
340370,29340
3250090,49680
337130,29340
3471330,3078
562040,12930
3422960,55313
1296830,4869
225080,45484
823500,46015
50130,288
302510,10690
2344520,6379
835570,6776
529340,36547
554620,12252
554620,16402
554620,16401
751780,21623
704850,34420
2338770,51956
269210,36445
1562700,52352
200710,41459
895400,4854
417860,26854
1282730,17159
1276390,34257
967050,43368
312520,51705
364360,7896
364360,16401
364360,16402
1997040,42844
824270,26594
447530,46452
1544020,46021
225840,46770
334230,6269
383980,1669
745920,10473
675010,42103
1254120,51094
1478540,41298
266840,44119
266840,15083
236430,17493
638230,57618
992300,59672
612880,29597
1210320,56837
1325200,25466
1462040,45310
371660,50607
1483870,1459
476600,44211
476600,39725
476620,44211
476620,39725
738060,42660
955050,15978
1778820,4997
418240,31717
1256670,38496
1135690,53220
582500,49747
939400,1870
1817190,22977
1817190,34323
47890,48649
47890,30834
2406770,40282
337000,14540
337000,16401
337000,16402
597170,13172
1213210,37099
1213210,27662
444640,34257
787480,7693
527230,23186
261640,285
261640,18751
261640,3972
1657630,32223
326460,56339
1922560,38175
1244460,17501
657200,20299
228380,7428
1184370,36041
942970,33033
242860,6183
250320,48157
939960,50628
939960,50623
939960,50643
1119730,49798
1557740,27286
383120,14672
569480,28138
110800,47699
110800,41033
1189630,59986
257510,10585
413410,45150
413410,1335
625960,22894
460920,50612
460920,50627
460920,50623
1062090,30926
692850,3768
1268750,35238
668580,32714
1336490,15195
704270,46950
107100,46668
1295660,16584
335240,4093
2218750,8808
1977530,13898
310950,7693
2231380,50635
237930,46668
368500,50640
288160,16638
1144400,53922
